,date,jobsource,jobsearch,MetroID,jobtitlenorm,jobeasyapply,jobisorganic,companyname,jobdaysago,companysize,companyfounded,companytype,companyindustry,companysector,companyrevenue,companyrating,companyratings,companyrecommendfriend,companyapproveceo,jobtitle,cityname,jobdescription,wageavg,wagemin,wagemax
10,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,NYU Langone Health,5d,10000+ Employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),3.9,794 Ratings,76 %,84 %,Data Analyst--Data Core,"New York, NY","NYU Grossman School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the Grossman School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on LinkedIn, Glassdoor, Indeed, Facebook, Twitter and Instagram.
Position Summary:
We have an exciting opportunity to join our team as a Data Analyst-Data Core.

We are seeking a qualified Data Analyst to manage electronic health record data extraction, cleaning and analysis preparation for a busy healthcare innovation center that is continually working to improve healthcare quality, safety and value. The Data Analyst will be joining
NYU Langone Health's Data Core, an innovative organization that utilizes state-of-the-art technologies and informatics products to meet the clinical research needs of a prestigious institution. Members of Data Core work closely with clinicians, researchers, and administrators to build queries and perform analytics on clinical data. Operationally, the Data Analyst will support the Center for Healthcare Innovation and Delivery Science (CHIDS). The particular Data Analyst will work directly with, and report to, Dr. Leora Horwitz, the Director of the Division of Healthcare Delivery Science and the Center for Healthcare Innovations and Delivery Science.
Job Responsibilities:
Planning, designing, and implementing statistical analyses. Work autonomously and comfortably in an academic medical center environment.
Performs additional duties as assigned.
Play an active role in providing clinical data for operational improvements.
Responsible for managing and improving existing databases; developing programs, methodologies, and files for analyzing and presenting data;
Work with clinical, administrative and operational data, and be responsible for analyzing and presenting data; performing data analysis in support of ad-hoc and standing customer requests;
Minimum Qualifications:
To qualify you must have a Bachelors Degree and 3 years or more years of relevant experience.
Familiarity with healthcare data (EHR, clinical, claims, etc.) is essential.
Extensive database query/development experience, particularly on the Oracle PL-SQL and ETL side. Excellent communication skills are essential.
Preferred Qualifications:
Familiarity with Informatica, Business Objects or another Business Intelligence/Reporting tool, statistical programming software (e.g. R, SAS, SPSS), and Microsoft Office is also preferred.
Advanced training (MPH, biomedical informatics) is a plus.
Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Grossman School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Grossman School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU Grossman School of Medicine's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.","$72,620 /yr (est.)",$53K ,$99K
11,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,Dow Jones,30d+,5001 to 10000 Employees,1882,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),4.1,458 Ratings,85 %,87 %,Data Analyst,"New York, NY","Job Description:
Barron’s Group Audience Development Data Analyst
The Barron’s Group Audience Development team is looking for a data analyst to help deliver critical data-driven insights and visualizations to the team as well as to key stake holders such as editorial, product manager, executives. These insights will help guide strategy across content areas and multiple ongoing projects. Through this work, you will also contribute meaningfully to the creation of new dashboards and metrics for the Barron’s Group brands: MarketWatch, Barron’s Mansion Global and Financial News teams.
As the websites grow, we are dedicated to understanding all of our audiences and the value we provide them. You will be part of the Audience Development team, which is using data to help us better understand how our sites are performing, where traffic is coming from and where there are areas of opportunity for growth.
It’s important to have an enthusiasm for news and the public mission of journalism in this job. The Barron’s Group brands are some of the most trusted publishing outlets in the country, and we have made great strides in recent years in integrating audience insights into the growth and expansion of the brands.
While you may start the job remotely, you will eventually be based in our New York office and report to the Sr. Director of Audience Development.
You will:
Gather and analyze data from the sites, social platforms, and other sources
Handle ad-hoc queries and custom report requests
Manage, organize and present data in a clear, concise and actionable format
Discover and communicate insights to grow audience, improve retention, and drive engagement
Turn raw data into visual insights to help support internal teams such as the editors, product managers, business development, the video and audio team.
Help create clear and useful dashboards, preferably with Google data studio
You have:
Candidates with 1-3 years of experience preferred, but we're open to less professional experience depending on skills and relevant project work.
Advanced knowledge of Microsoft Excel, Google Spreadsheets
Strong communication and data visualization skills
Outstanding attention to detail
The ability to be flexible with your workflow and manage multiple assignments
Experience cleaning and manipulating messy data
Proficiency in SQL
Excellent communication, teamwork and relationship building skills
Strong project management and problem-solving skills
Excellent time management skills, eagerness to learn and a desire to seek and give feedback
Top candidates will have strengths in one or more areas of the following:
Experience with Google data studio
Knowledge of data analytics platforms, including Adobe Analytics, Google Analytics, Parse.ly or Chartbeat
Social analytics
Any of these skills would be a great bonus:
Knowledge of Python (preferred) or R
Experience with Linux and cloud-based services
SEO
APIs and data-scraping
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com. Please put “Reasonable Accommodation"" in the subject line.
Business Area: BG - MARKETWATCH
Job Category: IT Development Group
About Us
Since 1882, Dow Jones has been finding new ways to bring information to the world’s top business entities. Beginning as a niche news agency in an obscure Wall Street basement, Dow Jones has grown to be a worldwide news and information powerhouse, with prestigious brands including The Wall Street Journal, Dow Jones Newswires, Factiva, Barron’s, MarketWatch and Financial News.
This longevity and success is due to a relentless pursuit of accuracy, depth and innovation, enhanced by the wisdom of past experience and a solid grasp on the future ahead. More than its individual brands, Dow Jones is a modern gateway to intelligence, with innovative technology, advanced data feeds, integrated solutions, expert research, award-winning journalism and customizable apps and delivery systems to bring the information that matters most to customers, when and where they need it, every day.
If you are a current employee at Dow Jones, do not apply here. Please go to the Career section on your Workday homepage and view ""Find Jobs - Dow Jones."" Thank you.
Req ID: 28548","$70,428 /yr (est.)",$49K ,$102K
12,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,Disney Streaming,1d,501 to 1000 Employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,3.3,54 Ratings,57 %,61 %,"Data Analyst – Data Privacy, Disney Streaming","New York, NY","We are looking for a data privacy engineering analyst to join our Data Governance team. In this role you will work to help implement controls across our data ecosystem and drive customer centric privacy solutions across our products. You will directly contribute to the success of our data strategy by working cross-functionally with data, legal, engineering and product.

At DSS, data is central to measuring all aspects of the business, and critical to its operations and growth. Data Governance works closely with data engineering, legal, back-end services and front-end technology teams to drive our governance strategy designed to ensure quality data that is both secure and compliant with internal and external compliance legal guidelines such as CCPA and GDPR.

Responsibilities :
Build and maintain high quality processes for ongoing regulatory and compliance controls while managing compliance audits and processes
Lead and improve our control assurance program via automated controls, audits, certifications and regulatory compliance programs
Partner with engineering, legal and data to understand and align compliance requirements for software and analytics solutions deployed
Build and deploy solutions for GDPR and CCPA regulatory compliance
Guide technical and operational requirements from a data compliance perspective to inform future offerings in accordance with regulatory requirements
Communicate risk assessment and/or audit findings to management, develop improvements in the design and effectiveness of key controls including automation
Contribute to global, regional and local business risk initiatives aimed at improving our baseline on information protection, resiliency and controls of technology processes and services
Contribute to the overall business risk profile working with stakeholders to reduce risk and exposure in an agile, collaborative, and well socialized manner
Develop, maintain, and improve data platform reflecting new and emerging risks

Basic Qualifications :
2+ years’ experience with data privacy/compliance, IT security, technical risk or related audits
2+ years of Python and SQL
1+ years of Cloud experience (AWS preferred) related to risk and information security or related fields
Experience working with regulatory compliance frameworks such as GDPR and CCPA
Understanding of native applications and micro service architecture
Exceptional interpersonal skills and written communication skills
Ability to evaluate risks and provide recommendations / solutions in a timely manner

Preferred Qualifications:
Knowledge of cloud infrastructure and security concepts, including managing compliance requirements against distributed applications on cloud infrastructure (e.g. Amazon AWS, Microsoft Azure).
Familiarity with security controls for cloud automation and configuration tooling (e.g. GuardDuty, Jenkins, etc.) and data platforms and applications such as Databricks, Jupyter, Snowflake, Redshift, Airflow
Experience in the technology, streaming or security industry

Required Education :
Bachelor's degree required in information science, data management, computer science or related field preferred","$77,340 /yr (est.)",$51K ,$118K
13,2022-01-24,glassdoor,data analyst,1.0,Senior Business Analyst,true,false,Genpact,30d+,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),3.9,5705 Ratings,79 %,92 %,Sr. Business Analyst,"New York, NY","Research Business Analyst/PM
Location: New York
Genpact is seeking a strong Business Analyst and Product Manager to support and lead critical business technology projects for the Research Technology group. Working on initiatives where Company Research is regularly a first mover when it comes to delivering ground-breaking technologies within its industry, this is an exciting technology role in a fast-paced business environment.
The Research Technology team is responsible for all Research technologies that support the department’s core business processes – Insights and Analytics, Authoring, Publishing, Distribution, and Compliance. The role of this team is to manage technology projects from initial conception and data analysis through to deployment, including requirements gathering, user acceptance testing, planning for deployments and ongoing product ownership.
The individual in this role will also manage project planning to deliver high quality systems that suit the needs and requirements of our Research Analysts and institutional clients globally. This includes working extensively with end-users and senior management in the business unit, as well as IT Support, and other technology-related functions. Data analysis is also an integral part of the role as the team is investing a lot in cutting edge business intelligence and data visualization tools.
This role requires a candidate with a strong background in Business Analysis, Data Analysis, Customer Centric User Interface Design, and keen interest in financial services. A good understanding of the Research business model is a plus. The ideal candidate would have spent part of his/her career as a Business Analyst, Product and Project Manager focused on complex business processes and technology solutions and have experience working in a globally distributed team in disparate locations. The successful candidate will be self-driven, able to manage multiple projects, and have strong communication and people skills to navigate the global organization and growing complexity of our technology systems.
Responsibilities:
This is a mid-level position for a highly analytical, process oriented, self-motivated individual who will be working with Research Technology and Business on the following:
· Analysis of workflows, processes, systems, data, anomalies, pain points and outliners, etc.
· Create detailed current and future state diagrams
· Prepare documentation, diagrams and recommendation of different solution alternatives for executive decision making
· Maintain and create the artifacts and documentation from the blueprint and design phases for a clear and actionable execution plan set up by the program lead
· Prepare a well-organized backlog of user stories, and clearly communicate what needs to be done and in what order
· Create user story requirements, leverage data to drive product roadmap decisions, manage user story board
· Prepare detailed Functional Requirements Documentation
· Lead workshops to gather requirements, innovate, brainstorm solutions
· Prepare use cases, process maps, data dictionaries and UAT test cases with IT counterparts
· Prepare change requests and impact analysis on program objectives/goals
· Refine metrics and standard reports to provide transparency and improve progress and tracking on key initiatives
· Review and provide input to fleet and squad updates, communications, execution plan material and other deliverables prepared through the program lead, technical design, configurations
Skills:
· Prior experience of managing a complex, integrated enterprise wide global product
· Advanced analytical and problem-solving skills with ability to grasp complexities and relationship between issues
· Excellent verbal and written communication skills. Must be able to communicate across a variety of audiences
· Experience in creating process and systems diagrams, writing functional requirements, user documentation, UX mock up designs, and training materials
· Ability to investigate client needs to provide input into the design/solution of system functional enhancements. Use hard and soft data for decision making
· Experience writing a well-organized backlog of user stories, and clearly communicating what needs to be done and in what order
· Strong business acumen and a deep strategic mindset
· Experience working with and understanding the needs of customers or clients (internal or external)
· Ability to lead a cross-functional distributed global team through influence
· Experience working in Agile teams and an understanding of Agile practices
· Proficiency facilitating Squad meetings to ensure they are solutions-focused
· Experience helping Agile teams to establish and adhere to norms and practices
· Ability to collaborate with team members on solutions to address challenges and roadblocks
· Self-starter
· Proficiency in data visualization tools Eg. Tableau/Python is a plus
Job Type: Full-time
Salary: $36.00 - $73.00 per hour
Benefits:
Dental care
Extended health care
Paid time off
RRSP match
Vision care
Schedule:
8 hour shift
Monday to Friday
Experience:
Business analysis: 9 years (preferred)
Data mapping: 3 years (required)
Work Location:
Multiple locations
Work Remotely:
Temporarily due to COVID-19
Work Location: Multiple Locations",,,
14,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,Wilson Elser,12d,1001 to 5000 Employees,1978,Company - Private,Legal,Accounting & Legal,$100 to $500 million (USD),3.3,83 Ratings,58 %,88 %,Data Analyst,"New York, NY","Data Analyst
1/12/22 | New York, NY
Wilson Elser is currently seeking a Data Analyst. This role has the flexibility to be fully remote or in person in any office location within the CST or EST time zones.

This hands-on Data Analyst position will reside within the Firm’s Business Solutions department, providing major technology platform transformation and change management, where 20+ years of legacy technology and business process is undergoing a complex and strategic overhaul, focused on efficiency, sustainability and providing a competitive industry advantage.

The Firm
Wilson Elser is a full-service and leading defense litigation law firm who faithfully serves our clients with more than 800 attorneys, across 41 offices in the United States and one in London. Founded in 1978, we rank among the top 200 law firms identified by The American Lawyer and 53rd in The National Law Journal's survey of the nation's largest law firms.

The Position

Qualifications
Ability to apply critical thinking skills to assigned tasks
Ability to analyze data and to guide decision-making informed by data
Strong organizational skills to manage toward deadlines and deliverables
Ability to draft succinct, informative and accurate reports and recommendations
Strong communication skills
MS SQL/SSRS/SQL Query skills a must
Knowledge of Sequel Viewpoint Systems a plus
Familiarity with Financial Management systems a plus
High attention to detail
College degree in a related field a plus (Information Technology or Computer Science)
Experience with Jira a plus
Responsibilities
Perform initial analysis and refinement of data
Create and maintain reporting processes to support firm stakeholders
Effectively communicate with multiple departments and parties
Respond to ad hoc data requests
Develop understanding and knowledge of databases supporting firm operation
Effectively analyze, reverse engineer, and document legacy scripting routines
Why Should You Apply?
Excellent Benefits
Generous PTO plan
Excellent growth and advancement opportunities
Corporate Discount Plans
Interested?
Wilson Elser is a firm who focuses their commitment to both their clients and you! Please consider joining our team by applying online or sending your credentials to Careers@wilsonelser.com and putting ""Data Analyst"" in the subject line.

We believe in creating a work environment free of barriers and bias, where individual outlooks and talents are respected and valued. Our firm's policy is to ensure an equal employment opportunity without discrimination or harassment based on race, color, national origin, religion, age, sex, disability, citizenship, marital status, sexual orientation or any other characteristic protected by the law.","$90,188 /yr (est.)",$61K ,$134K
15,2022-01-24,glassdoor,data analyst,1.0,Business Analyst I,false,false,Ian Martin,3d,201 to 500 Employees,1957,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),4.4,137 Ratings,91 %,92 %,Business Analyst I,"New York, NY","Job Description:
A Services Data Analyst for Onshore Wind –will be responsible for devising and developing state-of-the-art data and analytics-driven solutions to accurately Digital Services Operations within our contractual serviced fleet. Will be required to gather and create actionable insights for commercial and service operations related to GE’s growing onshore wind services contract portfolio. Will need to be able to collect raw data from multiple sources (Oracle, SCADA/Machine Data, and Internal Digital Operations Tools) to aggregate in a multitude of operations analyses. A data lake, tableau and SQL automation skills are necessary as well as some potential for manual data manipulation. Outputs will range from one-time spreadsheet/Smartsheet analysis and charting or regular automated server-based dashboards in order to continually assess performance to work standards, optimize operational planning, and automate many other services KPIs.

Required skillset:
Basic PC Skills: Spreadsheets, Word-processing, Database, E-mail, Tableau, and SQL data querying",,,
16,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,Jellysmack,30d+,501 to 1000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,4.2,45 Ratings,82 %,89 %,Data Analyst - Customer Success,"New York, NY","Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
The Team Culture
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?
The Role
Jellysmack is seeking a highly motivated and organized Data Analyst - Customer Success to join our growing team. This person will work closely with our Revenue Insights and Strategy team as well as the Customer Success team to provide relevant tracking and reporting tools as well as insights to drive their strategy.
The Responsibilities
Design and update all creator related performance reporting (from customer satisfaction to revenue statements)
Translate requests from the Customer Success team into data analysis
Aggregate and prioritize analysis to maximize the impact of your work
Clean and prepare data to compute KPIs and perform analysis
Analyze datasets to uncover trends, patterns, and insights that facilitate help in decision making (help guide the strategic planning, use existing data to forecast future performance, etc.)
Provide insights and recommendations for business performance to drive change and initiate transformational projects
Build and maintain Success dashboards
Give clear presentations to business users or clients
Requirements
A Little About You
You have a Bachelor degree, Master is a plus
You have 2 years+ experience in a similar role.
You have strong skills in SQL and Python for data analysis
You have solid analytical abilities, as well as good management and communication abilities
You possess strong data visualisation skills and proficiency in a data visualisation tool (ideally PowerBI or Looker), a data transformation tool (Excel, google spreadsheets, Looker, Tableau, Qlikview, PowerBI...) and a presentation tool (PowerPoint, Keynote, ..)
You have excellent problem-solving skills
You are highly organized and able to prioritize effectively
You have solid quantitative and analytical skills
You have strong skills in SQL and Python for data analysis
Benefits
The Location
Jellysmack believes in a flexible work environment in which anyone can work from anywhere. This is why we’ve implemented our flexible location philosophy, meaning you get the best of both worlds: you can choose to work from home and /or from our offices in Paris, New York, Los Angeles and Corti.
In order to make sure you get the best working environment, you will get a $300 / EUR 250 allowance to get set up!
The Perks
Early Summer release Fridays
Paid volunteering: 1 day dedicated to supporting a cause of your choice
Company sponsored wellness programs and events
Competitive Healthcare coverage
401K match
The Difference
Our commitment to diversity and inclusion at Jellysmack, we believe that the best ideas come from the diverse cultures of our team members. Our commitment to inclusion across race, gender, age, religion, identity, and experience drives us forward every day. Creating a work culture that is safe and comfortable for our people to flourish is our main focus.
The Company
Jellysmack’s story started in 2016, and since then, our unrivaled platform optimizes and distributes video content across social media platforms and allows creators to reach genuine new fans with zero effort. We are the only company building the hyper-engaged communities that every creator dreams of because, first and foremost, we are creators too.
Creatives ourselves, we’re home to over 250 influential creators, including Derek Deso, Karina Garcia, Brad Mondo, MrBeast, Bailey Sarian, Patrick Starrr, and PewDiePie. Jellysmack optimizes, operates, and distributes creator-made video content to Facebook, Instagram, Snapchat, TikTok, Twitter, and YouTube. The company’s creator strategy builds upon its success in scaling its own original content channels in beauty (Beauty Studio), soccer (Oh My Goal), gaming (Gamology), and more.
Through the power of our data, we maximize reach and revenue so our creators stay focused on their passion—creating the best content for their global fan bases. We turn that passion into a brand and that brand into an empire.
Ready to be part of a great human adventure? We’re dedicated to making the best working environment possible for our people. All you have to do is apply; we are ready to let you show off your talent!","$76,515 /yr (est.)",$56K ,$105K
17,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,The Mom Project,3d,51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,4.6,25 Ratings,87 %,93 %,Research Data Analyst,"New York, NY","Our Customer’s mission is to give people the power to build community and bring the world closer together. Through their family of apps and services, they are building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together.
We are seeking a Research Data Analyst on a contract basis to help support our Customer’s business needs. BMRI team seeks a researcher to do quantitative research specializing in consumer behavior, with expertise in quantitative study design and analysis.

What You’ll Do:
Apply your expertise in research design, analysis, and the presentation of data to uncover unique actionable insights around trends and shifts in people’s behavior across industries.
Build meaningful cross-functional relationships with our partners around the globe and help activate our research to internal and external audiences (e.g., through industry conferences).
Optimize and develop scalable sales-ready outputs that productize survey-based data delivery.
You will focus on leveraging survey data sets to uniquely describe consumer behavior shifts.
You will work closely with other insights functions in our company (e.g. marketing, product, communications) to research and communicate trends in consumer behavior and the media landscape focusing on the role of our clients

Must-Haves:
At least 5+ years experience in consumer insights (or related) research or 2+ years experience with an advanced degree.
Experience with quantitative and qualitative research, and track record of using data to make arguments.
Experience in a range of research methodologies with expertise in at least one technical field (e.g. Statistics, Survey Methodology, Experimental Design, etc.).
Track record of translating research into actionable insights for the marketing and advertising industry.
Have a keen eye for and focus on impact and the ability to prioritize research projects based on team and company priorities.
Strong process, project, and vendor management skills with successful experience partnering with cross-functional teams.
Experience in hands-on data analysis in SPSS, R, or other similar statistical packages.
Ability to communicate complex analysis and results to any audience.

Education:
Bachelor’s degree is preferred.

Hours & Location:
M-F, 40 hours/week. This role will be remote while COVID restrictions are in place. The expectation is to be onsite at our Customer’s New York, NY office once it is determined safe to do so.
All applicants applying for U.S. job openings must be legally authorized to work in the United States and are required to have US residency at the time of application.
Perks are available through our 3rd Party Employer of Record (Available upon completion of waiting period for eligible engagements)
Health Benefits: Medical, Dental, Vision, 401k, FSA, Commuter Benefit Program
Accrued PTO: Up to 15 days per 12 months on assignment
New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply
Please note: In order to create a safe, productive work environment, our client is requiring all contractors to be fully vaccinated according to the CDC guidelines (please inform your employer if you need a medical or religious exemption). Prior to onboarding, contractors will be required to attest that they are fully vaccinated. The expected Return to Office date is July 2022",,,
18,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,Michael Page,2d,5001 to 10000 Employees,1976,Company - Private,$10+ billion (USD),,,,,,,Data Analyst,"New York, NY","MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

DescriptionMain Responsibilities include:

Review pre-defined alerts and dockets and run the names of companies, senior management and boards of directors through, LinkedIn and other third-party contact databases, identifying firm relationships
Produce daily reports to various partner groups outlining the results
Proactively improve the data quality and completeness of contacts and relationships within Salesforce
Produce bi-weekly report of all US BD activity for distribution to partnership
Assist with maintenance of US mailing lists
Assist with input of data/activities to Salesforce system
Develop and maintain effective working relationships with MBD professionals
Assist with special ad-hoc projects, presentations, and initiatives
All applicants must be authorized to work in the USA. Company will not provide visa sponsorship.

Requirements:
Strong research skills and attention to detail
Experience with Salesforce or other applicable CRM system
At least 3 years of experience in research, data analysis/stewardship or CRM
Bachelor's degree
Strong organizational skills and the ability to work independently
Demonstrated experience with all Microsoft Office products
Strong time management and multitasking ability
Ability to perform under pressure and meet time sensitive deadlines, sometimes for extended periods of time
They are the leading firm for complex US M&A, litigation, governance and regulatory work, ranked by Chambers in Band 1 across the six areas of antitrust, corporate/M&A, dispute resolution, international arbitration, tax and public international law.

Their US team comprises 350 US-qualified lawyers in NY, Silicon Valley, Washington, DC, and worldwide, with the majority of their partners recognized by premier legal directories.
Full Time Permanent Position

Hiring Fast

Health Benefits

All applicants must be authorized to work in the USA. Company will not provide visa sponsorship.",,,
19,2022-01-24,glassdoor,data analyst,1.0,Associate Analyst,false,false,NATIONAL GRID CO USA (NE POWER),1d,10000+ Employees,1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),3.9,299 Ratings,79 %,81 %,"Associate Analyst, Finance and Data","Brooklyn, NY","In accordance with guidelines regarding companies classified as Federal contractors and consistent with our core commitment of safety, National Grid has made the decision to require all new hires to be fully COVID-19 vaccinated as a condition of hire. ""Full vaccination"" is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated, either because of a religious belief or a disability can request a reasonable accommodation.
About us
National Grid is hiring an Associate Analyst, Finance and Data for our Finance department in Brooklyn, NY; Syracuse, NY; or Waltham, MA.

Every day we deliver safe and secure energy to homes, communities, and businesses. We are there when people need us the most. We connect people to the energy they need for the lives they live. The pace of change in society and our industry is accelerating and our expertise and track record puts us in an unparalleled position to shape the sustainable future of our industry.

To be successful we must anticipate the needs of our customers, reducing the cost of energy delivery today and pioneering the flexible energy systems of tomorrow. This requires us to deliver on our promises and always look for new opportunities to grow, both ourselves and our business.
Job Purpose
This position reports to the Manager, RCoE Demand Management & Continuous Improvement and is responsible for supporting the team with developing reporting processes, executing new demand requests, and partnering with customers to drive continuous improvement by increasing productivity, accuracy, efficiency, and effectiveness.
Key Accountabilities

Assist in the defining of business requirements using interviews, document analysis, requirements workshops, surveys, site visits business process descriptions, use cases and workflow analysis to challenge (where applicable) and translate them into actionable and deliverable solutions
Provide support in the assessment of whether desired business outcomes have been satisfied by implemented solutions and take appropriate steps to remedy if not
Perform and document testing of new and modified reports, as well as system performance and other related enhancements
Support the process for managing the review of and responses to inquiries to the RCoE’s inbox
Provide periodic updates to the RCOE’s customers of new or modified service launches, upcoming trainings and system outages
Support the RCOE’s user training and education efforts
Assist in monitoring and identifying risks / issues and overseeing change impacts. Support the delivery of change across Finance/Shared Services and the business by embracing new ways of working and owning delivery of key outcomes to drive the improvement of long-term business capability
Identify and implement process improvements that deliver values to the organization.
Support National Grid rate cases and annual audit processes by providing timely responses.
Support a Center of Excellence for defining, documenting, implementing, and maintaining reporting processes using software tools, spreadsheets and reports to support business decision-making. Proactively seek opportunities to enhance operational efficiency through best practice
Support the financial control framework, ensuring compliance with all appropriate controls including those required for Sarbanes-Oxley compliance
Support the management of RCoE service level agreements (SLAs) and assessment of key performance metrics (KPIs)
Qualifications

Knowledge and Experience:
Business Intelligence systems, reporting tools, and data structure
Report creation
Data mining
General and technical accounting knowledge
System implementation
Utility industry accounting
US GAAP, Sarbanes-Oxley, and IFRS
Process Management
Month-end close processes
Risk mitigation
Qualifications Required:
Bachelor's degree or advanced degree in Accounting, Finance, Business Administration or Information Systems
Knowledge of finance processes and terminology
Basic project management and problem solving skills
Effective collaboration and partnership capabilities
Ability to manage competing priorities and meet deadlines
Excellent written / oral communication skills and follow-up
More Information
This position has a career path which provides for advancement opportunities within and across bands as you develop and evolve in the position; gaining experience, expertise and acquiring and applying technical skills. Candidates will be assessed and provided offers against the minimum qualifications of this role and their individual experience.

National Grid is an equal opportunity employer that values a broad diversity of talent, knowledge, experience and expertise. We foster a culture of inclusion that drives employee engagement to deliver superior performance to the communities we serve. National Grid is proud to be an affirmative action employer. We encourage minorities, women, individuals with disabilities and protected veterans to join the National Grid team.","$68,190 /yr (est.)",$47K ,$99K
20,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,Brooksource,30d+,501 to 1000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),4.0,222 Ratings,76 %,80 %,Data Analyst,"New York, NY","Data Analyst – Streaming Product
New York, NY (Remote start due to COVID – must be in Tri-State area)
$38-42/hr Negotiable
Long Term Contract
We are seeking an individual to work with a Fortune 50 Broadcast Media & Entertainment leader located in New York City. As the Data Analyst, you will be responsible for the successful delivery of product analytics to stakeholders to meet business objectives. In this role, you will also be responsible for collecting data, monitoring & analyzing consumer behavior on newly implemented streaming product features.
Minimum Qualifications:
Bachelor’s degree or equivalent in Computer Science, Statistics, Mathematics, or related field
Minimum 3 years’ experience of relevant data analyst experience with proven record of leading consumer facing products
3 years minimum experience with SQL
Knowledge of data visualization tools such as Tableau, DOMO, or Excel
2 years’ experience in a role demonstrating strong technical, quantitative, and analytical skills as it is related to product
Ability to communicate clearly and effectively with business stakeholders and technology teams
Responsibilities:
Utilize SQL to prepare data for data visualizations
Create dashboards in Tableau for advanced leadership visualization
Translate product improvements into metrics and present these findings to leadership via Tableau or Excel
Assess product improvements across the platform while monitoring consumer behavior to lead business decisions
Communicate & work closely with other analytics professionals, product managers, delivery technology teams, and business stakeholders daily
Support planning and roadmap activities to deliver key results based on established goals
What’s in it for you?
Working for a well-known, globally leading Media Streaming organization
Exposure to high-level business professionals in a variety of departments and geographic locations
Opportunity to work and grow your career in fast-paced environment
Job Types: Full-time, Contract
Pay: $38.00 - $42.00 per hour
Benefits:
Health insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
SQL: 1 year (Preferred)
Business Analysis: 1 year (Preferred)
Work Location:
One location
Work Location: One location",,,
