,date,jobsource,jobsearch,MetroID,jobtitlenorm,jobeasyapply,jobisorganic,companyname,jobdaysago,companysize,companyfounded,companytype,companyindustry,companysector,companyrevenue,companyrating,companyratings,companyrecommendfriend,companyapproveceo,jobtitle,cityname,jobdescription,wageavg,wagemin,wagemax
10,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,Zip Co,10d,1001 to 5000 Employees,2013,Company - Public,Lending,Finance,$100 to $500 million (USD),4.6,45 Ratings,87 %,96 %,Data Analyst,"New York, NY","Before we dive into the role, let’s talk about flexibility. At Zip, our office is in New York City but we can hire from anywhere across the United States. Our Zipsters can choose where and when they work by taking full advantage of our hybrid-work environment.

So whether you’re fully remote, mostly in the office or a mix of the two, you’ll be empowered to do whatever brings out your best.

About us

We are Zip, a global Buy Now, Pay Later company providing fair and seamless solutions that simplify how millions of people pay. Our journey began in Australia, has taken us to 13 countries (so far) - and we’re just getting started.

We exist to create a world where people can live fearlessly today, knowing they’re in control of tomorrow. Focused on product innovation that puts people at the centre, we put the financial well-being of our customers and merchant partners at the heart of everything that we do.

What You'll Do:
We’re looking for data fanatics to join the A Team of engineers and analysts that are responsible for building Quadpay’s data platforms. We need people who understand data at a granular level – they don’t rely on any one tool but rather understand them all, and each of their pros and cons. This is a unique opportunity to build the data strategy and architecture at a data driven startup that’s changing the world of finance, shoulder to shoulder with a tight team that has your back.
What You Should Have:
You’re a culture add: You believe and want to participate in a blameless culture which focuses on process and technology. You don’t sleep well at night when you leave work with a question unanswered You feel accountable for everything you do and that sense of urgency has been driving you your entire life You like to have a good time while getting things done When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell You have your team’s back. And the team has yours. You love learning new things: You know that there’s always more to learn, and it bothers you that there isn’t enough time in the day to learn about the next topic. You’re up-to-date on new trends in data – you know who’s using what to solve various problems and are excited for the next release of your favorite tool If you can handle being thrown in the deep end of the pool, this team’s for you. You enjoy solving big picture problems: Proactively identify reports, dashboards, and analysis needed by the business. Partner with Product & Engineering teams to strategize and drive user growth. You thrive in uncertainty: You’re comfortable in the weeds pulling, cleaning, analyzing, and transforming raw data into insightful, viz-ual findings. You conduct the necessary research when presented with open ended questions. You seek answers in data: You are comfortable analyzing millions of transactional data points. You use data to drive decision making and make recommendations on how to best grow the business. Work closely with leadership to identify, measure, and grow major KPI’s across business lines. You dream about analytics: You excitedly seek opportunities to leverage Power BI/Tableau. Advanced SQL is in your toolkit to solve complex business problems. You know modeling techniques and love to partner with Data Engineers.
Nice To Have:
Sense of humor is hugely preferred Finance industry /Credit / Risk experience is helpful An interesting life story/a cool hobby/a diverse background has proven to bring more to the table in terms of perspective, what's yours?
It's tough to get into our team, we believe culture eats strategy for breakfast and we're working hard to find our next family member. If you've been looking for us, now's the time to reach out.

We’re proud to be a values-led business. They guide us in everything we do - how we work together and create game-changing experiences for our customers and fellow Zipsters.

If you only meet some of the requirements for this role, that's okay. We value a diverse range of backgrounds and ideas and believe this is fundamental for our future success. So, if you have the curiosity to learn and the willingness to teach what you know, we'd love to hear from you.

We pride ourselves on creating an inclusive workplace that provides equal opportunities to all persons regardless of their age, cultural background, sexual orientation, gender identity and expression, disability, veteran status, or anything else.

What’s in it for you?

We offer a variety of perks and benefits to support you at both work and home. Here’s a taste of what you can expect!

Flexible working culture
Share incentive programs
20 days PTO every year
Generous paid parental leave
Leading family support policies
100% employer covered insurance
Beautiful Midtown office with a casual dress code
Learning and wellness subscription stipend
Company-sponsored 401k match
Remote working allowance

Join us on our mission to be the first payment choice, everywhere and every day.","$62,472 /yr (est.)",$42K ,$93K
11,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,NYC Health + Hospitals,30d+,5001 to 10000 Employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,3.6,137 Ratings,70 %,80 %,Clinical Data Analyst - Pediatrics,"New York, NY","About NYC Health + Hospitals
Empower Every New Yorker — Without Exception — to Live the Healthiest Life Possible
NYC Health + Hospitals is the largest public health care system in the United States. We provide essential outpatient, inpatient and home-based services to more than one million New Yorkers every year across the city’s five boroughs. Our large health system consists of ambulatory centers, acute care centers, post-acute care/long-term care, rehabilitation programs, Home Care, and Correctional Health Services. Our diverse workforce is uniquely focused on empowering New Yorkers, without exception, to live the healthiest life possible.
Job Description
The Data Analyst in the Office of Ambulatory Care and Population Health will work with colleagues across the health system to successfully launch and support implementation of initiatives that advance shared strategic goals.
General tasks and responsibilities will include:
Support the refinement of a 3-2-1 IMPACT analytics portfolio that fosters data-driven decision making at the point of care and proactive program improvement (including data reports for operations, evaluation, and quality assurance across Pediatric, Women's Health, and Behavioral Health Departments)
Pull, clean, and analyze electronic health records using SQL, SAS, R, Python or similar software from a central SQL data repository and other data sources to meet the needs (e.g. quality improvement, communications, research, and grant applications) of internal and external stakeholders.
Provide QA support to electronic medical record data reports and dashboards to ensure data are accurate and valid.
In conjunction with an Epic developer team, inform the design and launch of Epic dashboards for the 3-2-1 IMPACT program to visualize program progress and outcomes
Conduct “rapid runs” to provide baseline data to clinicians, leadership, and program partners
Collaborate with 3-2-1 IMPACT leadership and staff to refine and produce key progress and outcome measures for the 3-2-1 IMPACT interventions (including Community Health Worker, Healthy Steps, Video Intervention Project, Integrated Behavioral Health) as well as targeted QA to ensure data is captured and interpreted efficiently and accurately
Work closely with the Epic team, other data analysts within the Office of Ambulatory Care and Population Health, and other H+H staff to design reporting tools and to address data capture issues, evolving measure definitions, and data refinement strategies within pediatrics
Promote research and evaluation efforts in partnership with Office of Ambulatory Care and Population Health colleagues
Strategize with leadership to create smart data flows from the beginning of the program and inform end user training to ensure that they are deployed effectively
Work with multidisciplinary staff across 3-2-1 IMPACT sites on effective data utilization to inform local quality improvement work
Serve as the key point of accountability for 3-2-1 IMPACT data, reporting and performance improvement across the health system
Minimum Qualifications
1. A Masters degree or advanced clinical degree from an accredited college or university and one (1) year of experience gathering and documenting business, clinical, and/or functional requirements using interviews, document analysis, workshops, surveys, site visits, business process descriptions, scenarios, business analysis, task and workflow analysis or related in a clinical, allied health, non-allied health, behavioral health, information technology, information services, business, analytics or related area; or, one (1) year of experience in a relevant clinical and/or healthcare administration role/function; or
2. A Baccalaureate degree from an accredited college or university and three (3) years of experience as described above; or
3. A satisfactory combination of education, training, and experience.
4. Specialty certification(s) issued by a national commercially available program, state, professional society, academic or technical institution in an area(s) listed above, may be credited on a month-to-month basis toward the required work experience for a total of one (1) year.
Department Preferences
Preference will be given to qualified candidates with the following knowledge, abilities, education experience and/or skills:
A Master’s Degree in Public Health, including coursework on epidemiology, biostatistics or economics or Master’s in related field, with 3+ years of experience with data analysis, analytics, informatics or data visualization in health or healthcare
Ability to effectively communicate results to programmatic partners
Keen understanding of methods and data, as well as an ability to break down sophisticated concepts into consumable information for multiple audiences.
Experience with dirty data and/or healthcare data analysis
A love of learning and a willingness to collaborate with diverse stakeholders to arrive at creative solutions
Demonstrates initiative, sound judgment, flexibility, and creative problem-solving skills
Effective time management and organizational skills
Ability to work independently within a team in a dynamic and rapidly evolving environment
Excellent communications skills, including written and oral presentation skills, with the ability to engage, build credibility and engender trust across all levels of collaboration
SQL and/or SAS/R/Python or similar
Experience with the Epic electronic medical record
Demonstrated proficiency in Tableau ideal
Job Type: Full-time
Pay: $63,926.00 - $90,000.00 per year
Benefits:
401(k)
Dental insurance
Employee assistance program
Flexible spending account
Health insurance
Paid time off
Vision insurance
Schedule:
Day shift
Education:
Bachelor's (Required)
Experience:
Healthcare Data analytics: 2 years (Required)
Work Location: One location",,,
12,2022-01-24,glassdoor,data analyst,1.0,Senior Data Analyst,false,true,Google,18d,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),4.5,5051 Ratings,90 %,94 %,"Senior Risk Data Analyst, Trust and Safety","New York, NY","Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Sunnyvale, CA, USA; Atlanta, GA, USA.
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
3 years of experience in data analysis, working with databases, and querying (e.g., SQL, MySQL, MapReduce, Hadoop).
Experience relaying communications between technical and non-technical teams.

Preferred qualifications:
Experience in one of the following: C/C++, Python, Java, HTML, JavaScript, CSS, R, Stata, SPSS, or SAS.
Experience in Internet-based risk, abuse, fraud, data protection, or security.
Ability to effectively communicate and work cross-functionally.
Excellent problem-solving, critical thinking, and analytical skills.
About the job
Trust & Safety team members are tasked with identifying and taking on the biggest problems that challenge the safety and integrity of our products. They use technical know-how, excellent problem-solving skills, user insights, and proactive communication to protect users and our partners from abuse across Google products like Search, Maps, Gmail, and Google Ads. On this team, you're a big-picture thinker and strategic team-player with a passion for doing what’s right. You work globally and cross-functionally with Google engineers and product managers to identify and fight abuse and fraud cases at Google speed - with urgency. And you take pride in knowing that every day you are working hard to promote trust in Google and ensuring the highest levels of user safety.
At Google we work hard to earn our users’ trust every day. Trust & Safety is Google’s team of abuse fighting and user trust experts working daily to make the internet a safer place. We partner with teams across Google to deliver bold solutions in abuse areas such as malware, spam and account hijacking. A diverse team of Analysts, Policy Specialists, Engineers, and Program Managers, we work to reduce risk and fight abuse across all of Google’s products, protecting our users, advertisers, and publishers across the globe in over 40 languages.
Responsibilities
Perform data analyses to derive insights that help to identify and fight abuse across our products.
Collaborate with cross-functional groups such as Engineering, Sales, and Legal to update product policies; provide a better digital experience for our users.
Enhance our operational workflows via process improvements and identification of automation opportunities.
Improve tools through data analysis, technical expertise, and presentations to key stakeholders.
Conduct investigations, enforce our product policies, and identify product vulnerabilities. Occasionally be exposed to disturbing or offensive content during the process.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.","$121,894 /yr (est.)",$82K ,$181K
13,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,Valon Mortgage,27d,51 to 200 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,4.0,0 Ratings,60 %,N/A,Data Analyst,"New York, NY","About the company
Valon’s mission is to champion homeowners on their financial journey as the partner they can trust with their home and future. We bring simplicity, dependability, and humanity to homeownership. We are a growing team of engineers, operators, product enthusiasts, and experienced servicing professionals who are leveraging technology to fundamentally improve the homeownership experience. Through mortgage servicing, the process of paying off one’s mortgage, Valon is taking the first step in transforming the industry one homeowner, and lender, at a time.
About the Role
We are looking for our third hire on the data team who can take on all things data at Valon. As a data analyst, you will be responsible for building out our reporting, generating insights, supporting our data infrastructure, and more. You’ll work closely with stakeholders across the organization and serve as the authority on the key metrics which drive our business. The right candidate is analytical, works well under changing circumstances, and has a good mix of technical skills and business intuition.
Responsibilities
Help establish and influence data process, tools, and systems that will allow us to make better decisions in a scalable way
Write SQL queries, build dashboards, and conduct deep dives to empower business leaders to make effective decisions
Work as an analytics and Looker evangelist with business and product stakeholders
Define and track foundational metrics and build reporting across the company
Respond to data requests from the product and business teams
Dive deep to understand the inner workings of a highly complex industry
Document our data, ensure data accuracy, and create/improve data sets to meet Valon’s data needs
Partner with data engineering and other stakeholders to improve our data platform
Minimum Qualifications
1+ years of experience in data analytics, product analytics, business analytics, or business intelligence, ideally at a tech company.
Full-stack proficiency with Looker preferred (LookML development + dashboard/visualization)
Experience applying data and analytics concepts to business problems cross-functionally
Strong SQL skills required
Excellent communication skills
Strong attention to detail and accuracy
Collaborative and inquisitive in nature
Nice to Have
Experience with operations-focused tech companies is a plus
Python skills
Familiarity with dbt
Experience working with data engineering teams and building out data infrastructure
Benefits
Medical, dental, and vision insurance plans
Flexible sick days and 15 vacation days
Monthly lunch stipends (groceries qualify!)
Commuter benefits
MacBook, custom accessories, ergonomic equipment
Support for H1B, TN, and E-3 Visa change of employer transfers
Job Type: Full-time","$64,638 /yr (est.)",$44K ,$95K
14,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,Office of the Nassau County Comptroller,14d,,,,,,,,,,,Policy and Data Analyst,"Mineola, NY","OFFICE OF THE NASSAU COUNTY COMPTROLLER
240 Old Country Road
Mineola, New York 11501
Tel: (516) 571-2386 Fax: (516) 571-5900
Policy and Data Analyst
TITLE: Policy and Data Analyst
GENERAL POSITION DESCRIPTION:
The Office of the Nassau County Comptroller is seeking a full-time entry level Policy and Data Analyst who will work with our team on policy, data and operations analysis and report writing. Applicants should have a skills/interest or degree in any of the following: public policy/political science, finance, economics, and research analysis and the ability to interpret data. We are seeking intellectually curious, proactive, and innovative applicants who can conceptualize recommendations to solve complex problems within county government and work in a fast-paced environment.
RESPONSIBILITIES:
The Policy and Data Analyst will assist with numerous projects, including:
Utilize various accounting & IT systems to extract raw data, analyze information, and build key reports, with supporting information;
Assisting with developing methodologies to measure and report on financial and operational performance;
Assist in conducting data analysis to generate financial and operational efficiencies, improve service deliveries;
Assisting with policy research, reports, and projects as needed; and
Performing related duties as required.
QUALIFICATIONS:
Knowledge, Skills, and Abilities:
Strong critical thinking, problem solving, and analytical skills, with an ability to digest complex information and synthesize information from multiple sources;
Good communication skills, including ability to understand technical subject matters;
Should have the ability to design graphics and reports to present key findings and information;
Understanding of basic statistical concepts;
Strong teamwork skills, and the ability to multi-task and work in a fast-paced environment.
Education and Experience:
Bachelor’s degree in public policy, public administration, economics, finance, data science, statistics, or a related field of study.
EOE/MFDV PERSONNEL CHOSEN FOR MERIT AND FITNESS WITHOUT REGARD TO RACE, RELIGION, SEX,
AGE, NATIONAL ORIGIN, DISABILITY, MARITAL STATUS, OR ANY OTHER NON-MERIT FACTOR
Job Type: Full-time
Pay: $40,000.00 - $60,000.00 per year
Benefits:
Dental insurance
Flexible spending account
Health insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Education:
Bachelor's (Required)
Experience:
Research: 1 year (Preferred)
Work Location: One location",,,
15,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,XyberMed Corporation,3d,Unknown,Company - Private,Unknown / Non-Applicable,,,,,,,,Jr. Data Analyst,"Yonkers, NY","This is a great opportunity for an experienced individual to join a Data analytics team focused on the Clinical Laboratory space. So, if you’re experienced, driven, and are looking for a new challenge.
Responsibilities:
As a Data Analyst you’ll use your advance Excel and PowerPoint skills to analyze and prepare data presentations and conclusions for the marketing teams of major pharmaceuticals organizations
Analyze data so that it can be accurately mapped into a pre-boarding system utilizing proprietary programs, Microsoft Excel and Microsoft PowerPoint
Qualifications:
As you’ve probably gathered by now, we are looking for somebody that has the ability to work individually and collaboratively, define objectives, and influence leadership to get the best outcome
Excellent process improvement and project management skills
Advanced Microsoft Excel, PowerPoint and Access skills
Detail-oriented and focused
Strong proactive problem solving and analytical skills
Ability to handle multiple priorities, meet fluctuating deadlines and demonstrate strong multi-tasking abilities
Ability to work independently effectively
Exceptional communication skills (verbal and written)
Exceptional organizational and time management skills
Ability to work effectively in a high-volume environment
Ability to perform training as needed
Requirements:
Degree in Computer Science
Fully Vaccinated
Job Types: Full-time, Part-time, Contract
Pay: Up to $55,000.00 per year
Schedule:
Monday to Friday
Weekend availability
Ability to commute/relocate:
Yonkers, NY 10704: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
Do you have a degree in Computer Science?
Are you fully Vaccinated?
Experience:
Data Analyst: 1 year (Preferred)
Advance Excel: 1 year (Preferred)
Work Location: One location",,,
16,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,Columbia University,4d,10000+ Employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),4.2,991 Ratings,85 %,78 %,Data Analyst,"New York, NY","Requisition no: 522105
Work type: Full Time
Location: Medical Center
School/Department: Surgery
Grade: Grade 103
Categories: General Administration
Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range: Commensurate with experience

Position Summary
Incumbent will work with Statistician and investigator for the Center for Innovation and Outcomes Research. Will work with researchers through the Department of Surgery to develop and execute the most appropriate statistical modeling and analysis for each project. Additionally will have the opportunity to initiate and projects of interest.
Responsibilities
Ad hoc epidemiologic design consult
Management of multiple databases related to ongoing and previous data collection
Integration of clinical and research data bases.
Coordinating data backup and transfers between research studies
Managing clinical and research databases.
Coordinating data backup and transfers between research studies
Oversee data quality assurance and control.
Data analysis
Manuscript development.
Assisting in the development and implementation of research proposals and data collection protocols (particularly collection of gut and oral biological samples).
Preparation and presentation of findings at conferences and meetings.
Write programs and develop algorithms for analyzing clinical data.
Interpret analytical output and provide appropriate summaries of the results for investigator review.
Create presentations of results and supporting material for grant applications, scholarly papers and proposals.
Contribute to the identification and development of new methods for analyzing and summarizing data.
Perform other related duties as assigned
Minimum Qualifications
Requires a bachelor's degree or equivalent in education and experience, plus two years of related experience.
Other Requirements
The successful candidate must possess computer proficiency with excellent data management and data analysis skills, including extensive knowledge of SAS and Excel, and a working knowledge of R statistical software packages.
Familiarity with epidemiological design and statistical analysis is essential.
Excellent written and verbal communications skills are essential.
Equal Opportunity Employer / Disability / Veteran
Columbia University is committed to the hiring of qualified local residents.
Applications open: Jan 20 2022 Eastern Standard Time
Applications close:","$70,717 /yr (est.)",$53K ,$94K
17,2022-01-24,glassdoor,data analyst,1.0,Entry Level Data Analyst,true,true,PCS GLOBAL TECH,6d,,,,,,,,,,,Data Analyst Entry Level,"New York, NY","Data Analyst Entry level
Responsibilities:
· Managing master data, including creation, updates, and deletion.
· Managing users and user roles.
· Provide quality assurance of imported data, working with quality assurance analyst if necessary.
· Commissioning and decommissioning of data sets.
· Processing confidential data and information according to guidelines.
· Helping develop reports and analysis.
· Managing and designing the reporting environment, including data sources, security, and metadata.
· Supporting the data warehouse in identifying and revising reporting requirements.
· Supporting initiatives for data integrity and normalization.
· Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
· Generating reports from single or multiple systems.
· Troubleshooting the reporting database environment and reports.
· Evaluating changes and updates to source production systems.
· Training end users on new reports and dashboards.
· Providing technical expertise on data storage structures, data mining, and data cleansing.
Requirements:
· Bachelor’s degree in Science, Technology, Engineering or Mathematics
· 1-3 years of work experience as a data analyst or in related field is preferred
· Ability to work with stakeholders to assess potential risks.
· Ability to analyze existing tools and databases and provide software solution recommendations.
· Ability to translate business requirements into non-technical, lay terms.
· High-level experience in methodologies and processes for managing large scale databases.
· Demonstrated experience in handling large data sets and relational databases.
· Understanding of addressing and metadata standards.
· High-level written and verbal communication skills.
Benefits:
Health insurance
Dental insurance
Vision insurance
Trabajo remoto
Temporarily due to COVID-19
Job Types: Full-time, Contract
Salary: $60,000.00 - $70,000.00 per year
Education:
Bachelor's (Required)
Experience:
Microsoft SQL Server: 1 year (Required)
Willingness to travel:
100% (Preferred)
Work Location: One location",,,
18,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,HomeServe USA,30d+,1001 to 5000 Employees,2003,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),3.7,143 Ratings,71 %,85 %,Operations Data Analyst,"Queens Village, NY","HomeServe, a 2020 certified Great Place to Work, provides emergency repair plans which are like roadside assistance for your home. Our vision is to become the first place people turn to for home repairs. With more than 1,800 employees in the US, our incredible growth is fueled by a dynamic team who values collaboration, innovation and delivering exceptional customer service, all while working in a fun and friendly environment. HomeServe serves millions of customers in the US, Canada, UK, France, Spain and Japan. Come see why you should work for HomeServe!
The Operations Data Analyst develops, tracks and analyzes data metrics for the Operations team. This individual helps improve processes, systems and understanding of trends, opportunities and best practices to maximize resources throughout the various departments and/or lines of business.
Responsibilities:
Extract data from various systems and generate daily reports to be utilized by the management team for workload, compliance and customer satisfaction purposes
Interpret data, analyze results and provide insights to determine operational impact, trends and opportunities
Create and maintain forecasts, ad-hoc reports and dashboards in support of the business
Develop new reports and analyses, along with insights and deliverables, to better support the business
Capture, develop, and document data definitions, business rules, and data quality requirements
Ensure compliance with deliverable reporting requirements by performing quality data audits and analysis
Perform other duties as requested
Job Requirements:
* *
Bachelor’s degree in business or related field, or 3-5 years of relevant work experience
*
2+ years of data analysis and reporting experience
Exceptional verbal communication skills and excellent written communication skills with all levels of management teams
Superior problem-solving skills with the willingness to seek out multiple solutions to technical and operational problems
Strong attention to detail
Ability to identify key data sources and utilize data-driven insights about important departmental metrics to improve business decisions
Proficient in analyzing qualitative data
Exceptional analytical, quantitative, and statistical skills
Ability to build relationships and work well across functions
Ability to work independently, as well as with a team
Ability to manage multiple assignments simultaneously with strong organizational skills, in a fast-paced, complex environment
Ability to think strategically and progressively about projects and quickly identify trends and opportunities
Ability to demonstrate initiative and resourcefulness as a self-starter
Demonstrates proficiency with Microsoft Office, particularly strong excel skills
Technical proficiency with appropriate operations systems and analytical tools
Ability to document, prepare and present data-driven presentations
In Return We Offer: *
*
Competitive compensation
Career development and advancement opportunities
Business-casual attire throughout the week
Friendly, open and team oriented work atmosphere
Excellent benefits including generous medical, vision, dental and life & disability insurance
401(k) plan with a company match
Stock sharing plan
HomeServe USA is an equal opportunity employer*
*
Job Type: Full-time
Pay: $70,000.00 - $80,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Relocation assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Experience:
Data analytics: 3 years (Required)
Microsoft Excel: 3 years (Required)",,,
19,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,CompStak,30d+,51 to 200 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,4.3,24 Ratings,83 %,86 %,Data Analyst,"New York, NY","CompStak envisions a commercial real estate industry in which accurate and transparent data leads to better, faster deals for everyone. We gather critical information that is hard to access, then make it instantly and seamlessly available to our platform members.
Launched in 2012, we’ve built a network of 25,000 brokers, appraisers and research professionals across the country, using a unique crowdsourced model. Our clients enjoy the foremost lease and sale transaction data combined with a robust analytics platform. CompStak’s unique data and intuitive platform is used by the world’s largest real estate investors, lenders, brokers and appraisers to compare properties, underwrite investments and loans, close deals and track market trends.
CompStak has 100 team members in the US and overseas; and we continue to grow. We’re backed by top VCs and industry players like Morgan Stanley, Canaan Partners, IA Capital, Transamerica, Moody’s, RealPage, 500 Startups, and Daily Mail Group, and have raised over $75m to date. Our HQ is in New York City, we have regional offices in Atlanta, Chicago and Los Angeles, and we have an international office in Belgrade, Serbia.

We're looking for a data analyst to join the Data Science team to help deliver business intelligence through data analysis and statistical problem solving. The role is a great fit for anyone that is highly analytical in nature, excels at communication, and is ready to apply data-driven approaches to solve real-world business challenges.
Responsibilities
Conduct data analysis to help business teams arrive at data-driven decisions
Develop KPIs to measure success for stakeholders
Create data tools to help business stakeholders to conduct business analysis
Maintain data visualization dashboards and data pipeline
Skills & Qualifications
0 - 2 years of data analytics experience
Education in one of the following: Economics, Business, Statistics or other similar field
Knowledge of SQL
Hands on experience with data wrangling
Python programming experience is a plus

We pride ourselves on an environment that is fun, collaborative, and rewards hard work. We look forward to the value that future employees will add to our amazing teams!

CompStak is an equal opportunity employer that celebrates employees and applicants of all identities, backgrounds, abilities, and perspectives. We foster a welcoming work environment that supports diversity and inclusion, and we reject discrimination or harassment of any individual. If you are a person with a disability and require assistance with any part of the application process, please let us know. All employment decisions are made on the basis of qualifications, merit, and business need.","$68,032 /yr (est.)",$49K ,$95K
20,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,Operator,30d+,,,,,,,,,,,Data Analyst,"New York, NY","Who we are
We're a small team of engineers, designers, and data scientists who are obsessed with building scalable products that customers love. Although we've worked for years as a remote team, we now work mostly from our New York City office and prefer candidates who would be able to show up in person at least once a week. We're backed by great organizations like Y Combinator, and know that a few smart, ambitious, and focused people can create outsized impact on the world. We're looking for such people to join us in creating next generation financial data infrastructure.
Who we're looking for
➣ You have 2+ years of experience in writing production-ready SQL (preferably PostgreSQL) code that processes large volumes of complex data (ex: transforming millions of rows of nested transaction data that has to be joined from multiple tables)
➣ You understand software engineering design principles and are passionate about writing sensible, performant, and elegant queries that can scale efficiently with little trouble
➣ You have experience using CRUD operations on SQL databases and writing ETL pipelines
➣ You take ownership of your work and carefully think through and document the code you write before you submit it for review. People should be able to understand your code without asking you, but if they do ask about any part of your code you should have clear and logical answers
➣ You understand that the customers and users come first, and always think about how the existing queries could be improved for them as well as potential new features for the app
➣ You work alongside all relevant members of the company and external stakeholders, not just engineering, to understand and resolve issues as well as orient yourself in the right direction
➣ You are constantly trying to improve yourself as an analyst (try new concepts/tools, active on data forums, etc.) and as a product builder (ask a lot of questions, read up on the industry, etc.)
Who we'd be excited by
➣ You have worked in the data industry before and are excited by technologies like ETL/data pipelines, data platforms, business intelligence/data visualization tools
➣ You have scaled infrastructure to process high volumes of data from other systems very quickly, and have experience working with pipeline/workflow tools (ETL services, DAGs, DBT)
➣ You are passionate about customer experience and have that same level empathy for our users, regardless of their technical skill
➣ You thrive in fast-paced environments and are able to evaluate several uncertain options logically to come up with the best possible decision at that time
What you'll be working on
➣ You will work closely with the Product team to create new queries and pipelines that the end users will use as templates, as well as come up with elegant improvements to existing templates
➣ As an early-stage startup, we as a team go through the whole product development lifecycle. You will be a part of brainstorming features, designing prototypes, developing and testing the product, and deploying code into production
➣ To accomplish our goals, we will need to help ourselves do our jobs. That means creating and maintaining documentation, improving queries over time, and even building our own tools
➣ There's a lot of infrastructure that needs to be built and improved over time, so you will be a part of the team that makes strategic, long-term technology and product decisions
➣ We are a small team and as a result, you'll be our first data engineer/analyst. That means you'll be a part of building our culture and workflows that future hires will be impacted by
What tools we use
➣ Languages and frameworks: PostgreSQL, dbt, MySQL
➣ Infrastructure: AWS
➣ Experience with these tools isn't a requirement, and we are always looking for tools that will make our lives easier and make building software feel delightful. Tell us your favorites!
Job Types: Full-time, Contract
Pay: $50,000.00 - $70,000.00 per year
Benefits:
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work Remotely:
Yes",,,
