,date,jobsource,jobsearch,MetroID,jobtitlenorm,jobeasyapply,jobisorganic,companyname,jobdaysago,companysize,companyfounded,companytype,companyindustry,companysector,companyrevenue,companyrating,companyratings,companyrecommendfriend,companyapproveceo,jobtitle,cityname,jobdescription,wageavg,wagemin,wagemax
10,2022-01-24,glassdoor,data analyst,1.0,Senior Analyst,false,false,Michael Page,4d,5001 to 10000 Employees,1976,Company - Private,$10+ billion (USD),,,,,,,"Senior Analyst, Data Products AdTech","New York, NY","MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.

Description

Responsibilities:

Operate as supporting ad tech expert to marketing, responsible for understanding marketing's campaign initiatives and implementing the tech needed to bring them to life.
Coordinate and prioritize tagging needs of marketing and agency teams, work with internal dev teams to get tagging needs implemented.
Lead and subject matter expert on Google Marketing Platform, MMP (Kochava) and SDK implementations (including Firebase and mParticle)
Lead on product marketing implementations - i.e. deeplinking capabilities within app.
Work heavily within the CDP (mParticle) to ensure key data events are getting into the CDP, and ensuring events are being accurately forwarded to ad platforms for optimization.
Work with, and support, marketing analytics team to ensure their data collection needs are met (MTA tagging, click trackers/integrations, accurate DCO tagging, etc.)
All applicants must be authorized to work in the USA. Company will not provide visa sponsorship.
Requirements:

BA/BS in technical or marketing discipline or relevant work experience
5+ Years working within the buy side of ad tech and mar tech
Experience at ad agency a plus
Strong experience with full stack Google Marketing Platform, particularly GA and Firebase
Experience with MMP implementations and experience implanting functionality and tracking of deeplinking capabilities
Experience with owned marketing integrations with paid-media campaigns
They just started a new dynamic streaming service. This company was founded over 80 years ago and here you'll find more than a job. Here you'll find a fast-paced, determined team of unique people who want to be at the epicenter of technology, sports, news, tv, movies and more. They are determined to forge the next frontier of streaming through creativity, teamwork, and talent.
Full Time Permanent Role

Health Benefits

Bonuses

Can Be Remote!

All applicants must be authorized to work in the USA. Company will not provide visa sponsorship.",,,
11,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,true,false,Robert Half,4d,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),3.9,605 Ratings,74 %,83 %,Business Analyst,"New York, NY","Are you adept at creating action plans based on business needs and a proficient problem-solver? The Business Analyst will be responsible for the documentation, analysis, and elicitation of business and technical needs across multiple business units. To be successful in this role, you must have exceptional communication skills and a proven ability to communicate technical and business requirements alike.

Your responsibilities in this role

Documents and elicits requirements through user stories, use cases, process flow diagrams, etc.
Builds relationships and collaborates with business units, development teams, and other stakeholders to gather, analyze and prioritize requests
Ensures that complex requirements are executable, testable, complete and not ambiguous
Experience with Agile methodology
4+ years of business analysis experience
Ability to write basic to moderately complex SQL queries, as well as technical skills including Word, Excel, PowerPoint, Visio, and Jira (or similar tool)
Background working with a variety of simple to complex projects
Willing to take ownership, proactive, flexible, adaptable, strong problem-solving skills, and the ability to communicate to all levels in an organization
Bachelor's Degree in Computer Science, Management Information Systems, Business Administration or equivalent work experience
Experience eliciting and documenting requirements in a clear and concise manner
Technology Doesn't Change the World, People Do.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit https://roberthalf.gobenefits.net/ for more information.

© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use .",,,
12,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,false,false,TEKsystems,24h,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),4.0,1964 Ratings,83 %,92 %,Healthcare IT Business Analyst,"New Hyde Park, NY","Equivalent Experience
100% remote
Ideal candidate will have experience within healthcare
Must have SQL experience
Looking for candidates with 2-4 years of Business Analyst experience within healthcare
Description:
Our client is looking for an IT Business Analyst for a FULL TIME REMOTE position. Every 2 years, doctors must re-credential to maintain eligibility to practice in hospitals. This person will join a team that is responsible for implementing a brand new credentialing/licensing application.
Analyzes, verifies, tracks and recommends for Project, Product and Solution implementation and maintenance. Liaises between various agile teams and project teams. Recommends and delivers product and solution plans and training materials throughout implementation and helps ensure smooth operations post implementation.
Job Responsibility
Analyzes, verifies, tracks and recommends for development of implementation plans for system development and implementation of products and solutions which may include discovery, design, conversion, testing, and/or any other components of the project plan cycle and agile delivery.
Serves as a liaison between business and technology teams.
Participates in developing and delivering training programs for current and prospective users; educates practice, site, and corporate management on project operations and procedures.
Assists implementation team in configuring HIPAA rules based on System policies and legal requirements.
Ensures processes are compliant with system policies, applicable laws, and contractual bargaining agreements.
Performs solution audits; resolves discrepancies, as required.
Collaborates with implementation teams to resolve user issues.
Consults with departments to provide customer support during and post implementation.
Conducts post implementation satisfaction surveys; advises management of results and recommends actions; troubleshoots issues and resolves concerns as well as recommends necessary fixes; consults with newly acquired facilities and designs transition and implementation plans.
Operates under general guidance and work assignments are varied and require interpretation and independent decisions on course of action.
Performs related duties as required. All responsibilities noted here are considered essential functions of the job under the Americans with Disabilities Act.
Job Qualification
At least 3 years of experience as an IT Business Analyst within an enterprise environment.
Experience gathering requirements, improving business processes, testing products and providing support to end users.
Experience writing SQL queries. Healthcare credentialing and/or licensing experience would be a huge plus.
Bachelor’s Degree required, or equivalent combination of education and related experience.
Minimum of 3 years of relevant experience, required. Experience working in a dynamic, high-technology environment, preferred.
Excellent communication, interpersonal & leadership skills, preferred.
Skills:
Business analysis, Requirement gathering, Health care, Sql, Process improvement, healthcare credentialing, healthcare, healthcare licensing
Top Skills Details:
Business analysis, Requirement gathering, Health care, Sql, Process improvement
Additional Skills & Qualifications:
Healthcare credentialing and/or licensing experience would be a huge plus. Someone with prior healthcare experience in general is preferred.
Experience Level:
Intermediate Level
About TEKsystems:
We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.
The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.","$71,724 /yr (est.)",$50K ,$103K
13,2022-01-24,glassdoor,data analyst,1.0,Junior Data Analyst,false,true,Exiger,20d,501 to 1000 Employees,2013,Company - Private,Consulting,Business Services,$50 to $100 million (USD),3.3,0 Ratings,55 %,N/A,Junior Data Analyst,"New York, NY","Location: New York, New York

Exiger’s Commerical Tech business is seeking a Junior Data Analyst to support ongoing projects and new opportunities in our Third Party and Supply Chain Risk Management Team (“TP&SCRM”), including serving as the primary technical resource for one of the team’s largest client[s].
Exiger is seeking an energetic professional advocate for the company and a person able to establish and maintain strong senior level relationships throughout the project, sales, and product lifecycles.
This person will be responsible to help collate, review and analyse disparate datasets related to third party and supply chain risks and how to manipulate that data, ensuring strong data management procedures, cleanliness and assessing risks.
Ideal candidates have a novel and sophisticated analytical skill, critical thinking skills and ability to take technology-driven approaches to problems.
Key Responsibilities
Deliver data information and analytical work on a wide range of cases. Team members are expected to provide high quality work-product as needed while also providing insights and recommendations to other team members;
Types of work include, but are not limited to:
Loading and extracting data from Exiger Technology.
Manipulating and arranging data.
Using technical skills e.g. SQL, Excel Formulas, Python to strengthen, speed up and scale current processes.
Drafting written work product based on analysis and risk identification.
Configure client accounts using technical administrative tools to meet requirements of client use case.
Provide timely and accurate reporting of activities being conducted.
Help to identify and resolve or escalate product/service issues.
Administer proofs of concept with potential clients to build business cases for Exiger products.
Knowledge & Skills
Data analytics, pattern analysis, assessment reviews and anomaly detection.
Intermediate level experience in SQL.
Strong Excel skills.
Data analysis experience including use of relevant software (e.g. R, Python, VBA, etc.).
Data loading and data transformations primarily focused on Microsoft SQL Server - other database technologies are nice to have.
Reporting and data visualization tools (e.g. Sisense, Microsoft PowerBI, Tableau, Qlikview.
Professional Experience Required
Bachelor’s degree or Master's degree in Statistics or Applied Mathematics or equivalent experience, ideally acquired in a technical or quantitative discipline.
1 to 2 years experience using Python and SQL.
Experience with RDBMS Data Structures and database concepts.
Strong organizational skills, including ability to prioritize and work under pressure.
Strong interpersonal skills with effective and positive leadership qualities.
Proven quantitative, analytical and problem-solving capabilities.
The ability to independently query, analyze and interpret data from a wide variety of information systems.
A desire to understand business problems and to evaluate the results of your work in a business context.
Written and verbal communication skills that you can adapt to technical and non-technical audiences.
About Exiger

At Exiger we work every day to make the world a safer place to do business. Our experts and technology help clients prevent breaches, respond to risk, remediate issues and monitor activities. We are searching for people who think creatively to solve complex problems related to governance, risk and compliance thus delivering first class solutions for our corporate and government partners.
Exiger’s core values are courage, excellence, expertise, innovation, integrity, teamwork and trust.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.","$75,803 /yr (est.)",$56K ,$102K
14,2022-01-24,glassdoor,data analyst,1.0,Junior Analyst,true,true,BNY Mellon,30d+,10000+ Employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),3.6,1120 Ratings,63 %,81 %,Junior Analyst,"New York, NY","Company Overview:
Alcentra is one of BNY Mellon Investment Management’s specialists, and they focus their skills on the sub-investment grade debt capital markets in Europe and the U.S. Their objective is to deliver strong, risk-adjusted returns that are less correlated, through a complementary suite of traditional and alternative credit strategies. In pursuing this objective, their investment strategy and approach to credit selection are based on intensive fundamental research and credit analysis, combined with active portfolio management to minimize credit losses. Alcentra is part of BNY Mellon Investment Management, one of the world's largest investment managers.
BNY Mellon Investment Management:
At BNY Mellon Investment Management, we believe the right results begin with being relevant to every client, whether it is engaging with them to create solutions, offering diversified strategies or providing insights for better-informed decisions.
That is why we designed a model built around investors’ needs to offer the best of both worlds: world-class investment firms with best-of-breed talent and unique cultures combined with the global scale and strength of BNY Mellon Investment Management. We connect investors with opportunities across every major asset class, globally. Today, we have eight investment firms, one of which is Alcentra.
We believe this is how investing should be and we are looking for talent to help us deliver on our promise.
Job Purpose:
Alcentra’s Structured Credit team comprises 7 investment professionals split between London and New York. They manage approximately $8.0bn of CLO tranche investments held in hedge fund, closed ended and separate account structures. The Junior Analyst will be responsible for trade support, assisting in analyzing and monitoring CLO investments, conducting data analysis for potential investments and for investor queries, and working to improve the proprietary systems the team use to analyze potential investments and existing holdings. This is an opportunity to get exposure to a busy trading desk style environment at a top investment firm.
The successful candidate will be a problem solver. Dynamic, resourceful and responsive with the highest standards and professionalism. Alcentra has a culture that values new thinking. The successful candidate will focus on the financial outcomes that matter to our clients.Collaboration, Creativity and Commitment are 3 core values at Alcentra that the successful candidate will identify with.
Key Responsibilities:
Monitoring CLO activity on a daily basis in primary and secondary markets
Running pre trade hypothetical allocations
Working with Portfolio Managers to finalize allocations
Booking trades
Analyzing data using Excel and databases
Assisting with investor queries
Assisting with reconciliations vs operations
Using SQL and Python to analyze data
Using SQL and Python to develop and improve new and existing investment system functionality
Qualifications - External
Qualifications:
Bright and self-motivated individual
Inquisitive attitude
Highly numerate
Strong attention to detail
Strong excel skills, VBA experience strongly preferred
Knowledge of SQL and Python preferred, but sufficient coding experience or extensive coursework is sufficient
University degree in Math, Science, Engineering or Computer Science preferred
0-3 years of total work experience preferred. Experience in financial investments preferred. Applicable local/regional licenses or certifications as required by the business.
Bachelors degree or the equivalent combination of education and experience is required.
Our expectation is that people will bring:
Client Drive
Accountability
Excellence
Strong interest in investing
BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.
Job Type: Full-time","$61,245 /yr (est.)",$42K ,$90K
15,2022-01-24,glassdoor,data analyst,1.0,Senior Data Specialist,false,true,Memorial Sloan Kettering Cancer Center,2d,10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),4.0,995 Ratings,77 %,90 %,Senior Data Steward Analyst,"New York, NY","Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.

MSK will require all new hires, volunteers, and vendors who come onsite to provide proof of COVID-19 vaccination. This is based on the COVID-19 vaccines’ high level of protection and our shared responsibility in protecting our patients.
Job Description:
Exciting opportunity to join our Data Stewardship team as Senior Data Steward Analyst working with ancillary hospital staff, scientific directors of various institutes, and researchers. In this role, you'll develop and manage a repository of controlled terminologies and concepts used throughout the Medical Center including in the Unified Data Fabric.
You Will:
Consult and document business requirements/data analysis to support client reporting needs and projects
Develop and recommended business solutions through research and analysis of data
Improve existing processes and create new ones in accordance with data governance best practices
Maintain local institutional ontologies, concept attributes, and semantic links in the knowledge base to support downstream systems and services on a regular basis
Map local sources to standards and when relevant between different national standards for use in the Master Data Management of the enterprise data warehouse/Linked Open Data applications
Understand the impact of terminology data models on downstream storage, display systems and clinical management applications
Participating in institution-wide data mapping and validation efforts for the EDW implementation
Coordinate leadership governance committee meetings
You Have:
2-4 years in Healthcare managing high priority projects, data quality, and reporting analysis
Knowledge of ontology terminology and standards such as LOINC, ICD9, CPT
SQL experience a plus
Benefits
Competitive compensation packages | Sick Time |Generous Vacation+ 12 holidays to recharge & refuel| Internal Career Mobility & Performance Consulting | Medical, Dental, Vision, FSA & Dependent Care|403b Retirement Savings Plan Match|Tuition Reimbursement |Parental Leave & Adoption Assistance |Commuter Spending Account |Fitness Discounts &Wellness Program | Resource Networks| Life Insurance & Disability | Remote Flexibility

We believe in communication, openness, and thinking beyond your 8-hour day @ MSK. It’s important to us that you have a sense of impact, community, and work/life balance to be and feel your best.

#LI-POST
Closing:
MSK is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sexual orientation, national origin, age, religion, creed, disability, veteran status or any other factor which cannot lawfully be used as a basis for an employment decision.

Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.","$87,075 /yr (est.)",$64K ,$119K
16,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,The New School,30d+,1001 to 5000 Employees,1919,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.7,160 Ratings,63 %,34 %,Data Analyst,"New York, NY","The New School is committed to creating and maintaining an environment that promises diversity and tolerance in all areas of employment, education and access to its educational, artistic or cultural programs and activities. The New School does not discriminate on the basis of age, race, color, creed, sex or gender (including actual or perceived gender identity or expression or transgender status), sexual orientation, sexual and other reproductive health decisions, pregnancy, religion, religious practices, mental or physical disability, national or ethnic origin, citizenship status, veteran status, marital or partnership status, or any other legally protected status.

In this defining moment for The New School, the Office of Institutional Research and Decision Support is playing a critical role. The New School is the only university with a renowned design school and premier colleges focusing on the performing and liberal arts and social sciences, working together toward a more just, more beautiful, better-designed world. Reporting to the Assistant Director, Institutional Research, the ideal candidate for this position will be energetic and committed to communicating information grounded in quality data analysis to a wide audience in the language they understand – be that visual representations in Tableau, Excel pivot tables, or models with user input. Experience working in a fast-paced environment and being flexible to changing priorities are required. A self-starting, resourceful, early-career data scientist with analytical skills, attention to detail, problem-solving and decision-making abilities is the ideal candidate. The New School is strongly committed to diversity and inclusion in the workplace and particularly seeks applications from members of underrepresented groups, as well as candidates who share this commitment.

Responsibilities
The person in this position will assist in providing data extraction, quality control, descriptive statistical analysis, data visualization and communication support for student information data in support of academic planning and institutional reporting. This is a full-time position, with the following responsibilities:
Using SQL, create queries of student data from appropriate enterprise student information systems
Working fluently and independently in Excel, perform data quality control, join data sets with vlookup, and develop reports with pivot tables
Perform various data quality functions for data from multiple systems such as profile, cleanse, validate, and audit to ensure data quality and integrity
Create Tableau workbooks, dashboards, Excel reports, and summary tables (suitable for PowerPoint and Adobe PDF) to support academic planning decisions
Combine and analyze data from five or more different sources.
Lead and participate in projects that require advanced data and business analysis skills, including best in practice methodologies and modeling
Working both independently and in a team, provide strategic and tactical, data based, solutions and recommendations to senior leadership
Perform other work-related duties as assigned
Minimum Qualifications:
Certificate or degree in Mathematics, Statistics, Data Analytics or related quantitative field
Experience with SQL, Tableau, Banner, Slate, and Starfish, or the desire to learn
Proven sophisticated Microsoft Excel Skills
Ability to work independently and multi-task effectively
Excellent verbal, written, and data visualization communication skills

Preferred Qualifications:
Bachelor’s degree in Mathematics, Statistics, Data Analytics or related quantitative field","$72,068 /yr (est.)",$50K ,$104K
17,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,Child Mind Institute,30d+,201 to 500 Employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),3.0,33 Ratings,43 %,43 %,"Imaging Data Analyst, HBN","New York, NY","The Child Mind Institute is seeking an Imaging Data Analyst to join the NKI-Rockland Sample II (NKI-RS II) initiative research team. The NKI-RS II is the next-generation initiative focused on the collection of high-dimensional, multimodal data from 600 individuals across the lifespan (ages 9-75). All participants who complete the study receive a free, no-cost mental health and learning evaluation that also includes speech and language screening assessments. The Imaging Data Analyst will be integral in reviewing, analyzing, processing, and reporting on incoming imaging data to ensure data quality. This includes, but is not limited to, MRI, EEG, actigraphy, and eye-tracking data. The Imaging Data Analyst will assist with creating scripts to check for data integrity and completeness and aid in preparing data for open data sharing initiatives.
Reporting to the Neuroimaging Data Analyst, this is an exempt, full-time position based in Midtown Manhattan.
The Child Mind Institute is proud to be named a Great Place to Work-Certified company! Our competitive compensation and benefits include medical insurance, 401(k) with match, flexible work schedules, paid parental leave, dependent care and discounted tickets and entertainment perks program.
Responsibilities:
Perform weekly neuroimaging data quality reports
Check incoming imaging data for completeness and accuracy
Queries databases to create reports and determine accuracy of the data entered
Manages and improves neuroimaging pipelines
Assist with basic statistical analysis of imaging data
Process incoming data from several neuroimaging sites
Assists in preparing data to be shared with research collaborators
Assist with data analysis for research projects and publications
Respond to queries from users of the openly shared neuroimaging dataset
Qualifications:
B.S. / B.A. in Computer Science, Information Systems, Neuroscience, Statistics, Engineering, or other related scientific fields. M.S. a plus.
Programming experience (examples include: Python, R, Bash Script, SQL, Matlab)
Experience in Linux environment and virtual containers, and cloud computing
Prior knowledge of MRI or EEG is required
Good understanding of information technology-oriented methods and approaches
Strong interpersonal skills, as well as strong written and oral communication
Ability to work in a fast-paced and multidisciplinary environment
Ability to work as a member of a team as well as independently
Passion for the CMI mission
Please upload your resume and cover letter during the application process. Only applications with a cover letter will be considered.
The Child Mind Institute is an equal opportunity employer and does not discriminate in employment based on race, religion (including religious dress and grooming practices), color, sex/gender (including pregnancy, childbirth, breastfeeding or related medical conditions), sex stereotype, gender identity/gender expression/transgender (including whether or not you are transitioning or have transitioned) and sexual orientation; national origin (including language use restrictions and possession of a driver's license issued to persons unable to prove their presence in the United States is authorized under federal law [Vehicle Code section 12801.9]); ancestry, physical or mental disability, medical condition, genetic information/characteristics, marital status/registered domestic partner status, age (40 and over), sexual orientation, military or veteran status, or any other basis protected by federal, state or local law or ordinance or regulation.","$69,648 /yr (est.)",$45K ,$108K
18,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,eMoney Advisor,5d,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.9,83 Ratings,76 %,90 %,Marketing Data Analyst,"New York, NY","The Marketing Data Analyst is responsible for the collection, building of reports and dashboards, and analysis of marketing related data in an ongoing effort to increase marketing efficiency. Key areas of attention will be campaign performance, marketing funnel tracking, increasing lead volume, customer journey reporting, lead scoring analysis and predictive analysis for annual marketing planning. This role is responsible for the development and analysis of marketing dashboards and reports, marketing forecasts and analytics, and tracking of key performance metrics. The analyst will work closely with key leaders within Sales and Marketing to govern the marketing reporting process.

Job Responsibilities
Create visual marketing reports and dashboards for users across the Revenue teams (Sales, Marketing and Finance). Collect, analyze, and evaluate marketing data and develop forecasts monthly. Analyze variances, recommend corrective action and generally keep Leadership informed as to marketing performance.
Build, maintain, catalog, and improve the reports needed to run the marketing organization on a day-to-day basis using Looker, our internal BI tool, Salesforce, Eloqua and other data streams
Analyze marketing performance in comparison to goals/objectives and identify areas of opportunity the organization can examine to improve lead volume and profitability.
Provide customized reporting & recommendations in support of ongoing business decisions or initiatives.
Must develop standardized tools, methodologies and business processes aimed at improving operational efficiency. Make recommendations for process improvement.
Communicate results/process changes to wide audience of reporting users. Train users remotely on the functionality of business intelligence reporting and how to utilize analytical tools to drive business.
Implement Predictive Analytics principles and advanced reporting methodologies into our standard set of reports utilized by teams.
Present at meetings with ability to easily interact with Associates and Leadership and educate/inform on marketing results and analytics.
Utilize business analytics platform to create interactive, visual data dashboards and reporting.

Requirements
Bachelor's Degree required - preferably in Marketing, Computer Science, Business Administration or a related field with 3 - 5 years of Analyst experience
Must have experience with marketing and marketing data
Must be analytical, results oriented and have good organizational and people skills
Experience with Looker (or comparable BI tools), Salesforce, and other sales/marketing platforms
Ability to perform analysis, organize data and create reports from various sources
Adherence to eMoney’s strategic goals and objectives
Must have solid computer skills, including strong knowledge of MS Office applications including Excel, Word, and Powerpoint
Skills
Ability work both independently and as part of a team, and in remote setting
Strong communication skills both written and verbal, with the ability to convey complex information to a broad audience
Position is eligible to work remote; provided that all work must be performed within the United States only.

The salary range for this position is $64,000 - $84,000; commensurate salary to be determined based on skills, professional background and expertise. This position is also eligible, pursuant to applicable eMoney policies, for the annual bonus program, retirement contributions, health insurance, sick leave, parental leave and paid time off.",,,
19,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,City of New York Fire Department,6d,,,,,,,,,,,Community Coordinator - Data Analyst,"New York, NY","City of New York
FIRE DEPARTMENT
Job Posting Notice
Civil Service Title: COMMUNITY COORDINATOR Job ID: 497041
Title Code No: 56058 Salary: $54,100.00/$62,215.00
Title Classification: Non-Competitive Frequency: ANNUAL
Business Title: Data Analyst Work Location: 9 Metrotech Center, Brooklyn N
Division/Work Unit: Diversity Initiatives Number of Positions: 1
As of August 2, 2021, all new hires must be vaccinated against the COVID-19 virus, unless they have been granted a reasonable accommodation for religion or disability. If you are offered city employment, this requirement must be met by your date of hire, unless a reasonable accommodation for exemption is received and approved by the hiring agency.
Job Description
The Fire Department, City of New York (FDNY), seeks a full-time Data Analyst in the Office of Recruitment & Retention (ORR). Reporting directly to the Director of Data Management, the successful candidate will: Perform analytic techniques and be responsible for generating reports and analysis of metrics being captured for the various programs, including Attrition Mitigation Programs for uniform titles. Adapt statistical methods in order to solve specific problems. Evaluate sources of information in order to determine any limitations in terms of reliability and usability. Report results of analyses in the form of graphs, charts and tables. Perform necessary programming tasks, query
Oracle database for requested information using Oracle/TOAD or SQL. Upload datasets in Oracle database, check for discrepancies and data validation. Prepare data for processing by organizing information, checking for any inaccuracies and adjusting the data. Ensure that statistical concepts are explained in a way that is understood by ORR staff and other FDNY units (if applicable). Design surveys and manage the collection of data. Manipulate with large datasets, understand data architecture and assist with writing procedure manuals. Identify/analyze relationships and trends in data, as well as any factors that could affect the results of data.
Minimum Qualification Requirements
1. A baccalaureate degree from an accredited college and two years of experience in community work or community centered activities in an area related to the duties described above; or
2. High school graduation or equivalent and six years of experience in community work or community centered activities in an area related to the duties as described above; or
3. Education and/or experience which is equivalent to ""1"" or ""2"" above. However, all candidates must have at least one year of experience as described in ""1"" above.
Preferred Skills
Good working knowledge of Microsoft products including Excel, Access and Visio. Working experience with Oracle based databases/TOAD software or SQL. Knowledge of statistical software R/SAS/SPSS will be a plus.
Additional Information
This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program.
Residency Requirement
New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.
To Apply
NON-CITY EMPLOYEES/EXTERNAL CANDIDATES PLEASE GO TO https://a127-jobs.nyc.gov/
CITY EMPLOYEES MUST APPLY VIA EMPLOYEE SELF SERVICE https://a127-ess.nyc.gov/
Posting Date: 01/14/2022 Post Until: 01/28/2022
The City of New York is an Equal Opportunity Employer
Job Type: Full-time
Pay: $54,100.00 - $62,215.00 per year
COVID-19 considerations:
As of August 2, 2021, all new hires must be vaccinated against the COVID-19 virus, unless they have been granted a reasonable accommodation for religion or disability. If you are offered city employment, this requirement must be met by your date of hire, u
Work Location: One location",,,
