,date,jobsource,jobsearch,MetroID,jobtitlenorm,jobeasyapply,jobisorganic,companyname,jobdaysago,companysize,companyfounded,companytype,companyindustry,companysector,companyrevenue,companyrating,companyratings,companyrecommendfriend,companyapproveceo,jobtitle,cityname,jobdescription,wageavg,wagemin,wagemax
10,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,false,false,TEKsystems,24h,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),4.0,1964 Ratings,83 %,92 %,Healthcare IT Business Analyst,"New Hyde Park, NY","Equivalent Experience
100% remote
Ideal candidate will have experience within healthcare
Must have SQL experience
Looking for candidates with 2-4 years of Business Analyst experience within healthcare
Description:
Our client is looking for an IT Business Analyst for a FULL TIME REMOTE position. Every 2 years, doctors must re-credential to maintain eligibility to practice in hospitals. This person will join a team that is responsible for implementing a brand new credentialing/licensing application.
Analyzes, verifies, tracks and recommends for Project, Product and Solution implementation and maintenance. Liaises between various agile teams and project teams. Recommends and delivers product and solution plans and training materials throughout implementation and helps ensure smooth operations post implementation.
Job Responsibility
Analyzes, verifies, tracks and recommends for development of implementation plans for system development and implementation of products and solutions which may include discovery, design, conversion, testing, and/or any other components of the project plan cycle and agile delivery.
Serves as a liaison between business and technology teams.
Participates in developing and delivering training programs for current and prospective users; educates practice, site, and corporate management on project operations and procedures.
Assists implementation team in configuring HIPAA rules based on System policies and legal requirements.
Ensures processes are compliant with system policies, applicable laws, and contractual bargaining agreements.
Performs solution audits; resolves discrepancies, as required.
Collaborates with implementation teams to resolve user issues.
Consults with departments to provide customer support during and post implementation.
Conducts post implementation satisfaction surveys; advises management of results and recommends actions; troubleshoots issues and resolves concerns as well as recommends necessary fixes; consults with newly acquired facilities and designs transition and implementation plans.
Operates under general guidance and work assignments are varied and require interpretation and independent decisions on course of action.
Performs related duties as required. All responsibilities noted here are considered essential functions of the job under the Americans with Disabilities Act.
Job Qualification
At least 3 years of experience as an IT Business Analyst within an enterprise environment.
Experience gathering requirements, improving business processes, testing products and providing support to end users.
Experience writing SQL queries. Healthcare credentialing and/or licensing experience would be a huge plus.
Bachelor’s Degree required, or equivalent combination of education and related experience.
Minimum of 3 years of relevant experience, required. Experience working in a dynamic, high-technology environment, preferred.
Excellent communication, interpersonal & leadership skills, preferred.
Skills:
Business analysis, Requirement gathering, Health care, Sql, Process improvement, healthcare credentialing, healthcare, healthcare licensing
Top Skills Details:
Business analysis, Requirement gathering, Health care, Sql, Process improvement
Additional Skills & Qualifications:
Healthcare credentialing and/or licensing experience would be a huge plus. Someone with prior healthcare experience in general is preferred.
Experience Level:
Intermediate Level
About TEKsystems:
We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.
The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.","$71,724 /yr (est.)",$50K ,$103K
11,2022-01-24,glassdoor,data analyst,1.0,Junior Business Analyst,true,true,PetHonesty,30d+,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,,,,3.6,0 Ratings,66 %,N/A,Junior Business Analyst,"New York, NY","PetHonesty is a high-growth pet health company with a mission to make pets healthier and owners happier. The ideal candidate is someone passionate about leveraging data to solve business problems, and is looking to be involved in all facets of a fast growing company with the opportunity to provide value through organized, efficient and detail-oriented work.
This person will report to the Business Analyst and will work within the Analytics teams to manage and maintain data sources and key reporting tools to provide insights to the team. Leveraging exemplary attention to detail and dedication to process, this person will ensure the integrity and usability of data sources and reporting documents to enable teams to make more confident business decisions.
The PetHonesty offices are located in Austin, TX and New York, NY. NY Preferred
Key Responsibilities:
**
Work with analytics team to define processes for data collection
Manages and owns key spreadsheet reporting tools to provide key insights to the team
Understand and synthesize data as it is received in real time to ensure accuracy
Methodically collect data from various sources into standardized formats
Required Skills:
Google Sheets
Tableau (User)
Professional traits not unique to this position, but necessary for all PetHonesty employees
You grasp concepts easily but are not afraid to challenge the status quo
You are able to identify issues and are proactive in implementing solutions that will drive business decisions and growth
You enjoy being in the weeds but have the ability to see the big picture
You can operate independently while recognizing the resources available to you
You are used to wearing multiple hats but you make sure that all loose ends are tied
You recognize that the work never stops but you know how to balance work and life
You can manage your own workload but will humbly accept delegation and feedback
Perks & Benefits:
Open PTO policy
Company paid health benefits
401k
Hybrid work model
Company events & outings
Bring your dog to work
Free products for your pets!
Job Type: Full-time","$70,975 /yr (est.)",$51K ,$99K
12,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,One Brooklyn Health - Brookdale Hospital Medical Center,4d,,,,,,,,,,,Data Analyst,"Brooklyn, NY","Join an exciting public health initiative at STAR Health Center with real-world impact. STAR Health Center at Brookdale Hospital Medical Center is a comprehensive ambulatory care program caring for the most vulnerable populations in Brooklyn, including people with HIV and HCV, immigrants, LGBTQ and gender nonconforming populations, and people with mental health and substance use disorders. We are seeking an experienced Data Analyst for our newly funded Enhanced Data-to-Care (eD2C) Project to work closely with NYC Department of Health and Mental Hygiene in the development of a system for collection and integration of data from multiple sources to identify individuals who are out of care in Brooklyn.
Qualifications: Bachelor's degree in data science, public health, statistic, computer science, computer engineering, or IT-related fields such as business analytics, medical informatics or information systems. At least 3 years of experience in data management, reporting, analysis and quality assurance activities for clinical or research projects in a health care setting. Demonstrated experience with word processing, spreadsheet and database software, including SQL as well as statistical analysis packages such as R, SPSS, SAS, and Access. Strong interpersonal, decision-making and problem-solving skills. Experience with eSHARE data entry systems and Epic reporting preferred.
Responsibilities: Create operational workflow and documentation related to data entry, data cleaning and report building. Analyze and implement new, data collection, entry, and maintenance system for collection of all programmatic data required for extramurally funded programs. Conduct database query and data matches with DOHMH to identify individuals in the community who are out of care. Establish clinic data systems and workflow that identify clients determined to be out of care or at risk of falling out of care using internal and external data sources. Combine and reconcile data from disparate data sources (i.e. EHR, eSHARE, NYCDOHMH) for clinical and data management reporting and quality assurance activities. Provide database assistance to new STAR Program projects, as needed, including form design, structure, tracking, cleaning, reporting. Generate standard and ad hoc reports for funders and STAR staff and participate in generating annual report for Ryan White projects. Participate in routine case conferencing to facilitate discussions on the successes of program and opportunities for improvement.
Please submit cover letter, resume and salary requirements
Brookdale Hospital Medical Center is an equal opportunity employer. It is our policy to provide equal opportunity to all employees and applicants for employment without regard to race, color, religion, national origin, marital status, military status, age, gender, sexual orientation, disability or handicap or other characteristics protected by applicable federal, state, or local laws.
Job Types: Full-time, Contract
Pay: $60,000.00 - $70,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
COVID-19 considerations:
COVID vaccination is required. Masks must be worn at all times.
Ability to commute/relocate:
Brooklyn, NY 11212: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Work Location: One location",,,
13,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,true,The Estée Lauder Companies,30d+,10000+ Employees,1946,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),4.0,1159 Ratings,79 %,92 %,"Data Analyst, Inclusion, Diversity & Equity","New York, NY","The Inclusion, Diversity, and Inclusion Data Analyst will be responsible for supporting the Inclusive, Diversity, and Equity team with gathering, validating, synthesizing, reporting, and analyzing data from a variety of sources and systems. The Data Analyst will report findings to explain current and past activity, make recommendations and collaborate with the ID&E department to identify trends and opportunities for improvement. The Data Analyst also will provide statistical and programming support for special projects as needed. This position will report to the Global Education Manager of Inclusion, Diversity, and Equity.
Data Analysis – 95%
Supports the Inclusion, Diversity, and Equity CoE team with data analysis based on engagement data across CoE-led or sponsored programming and across other industry-wide benchmarking data
Collects, compiles, and analyzes data from a broad audience, including marketing, talent, human resources, and ERGs, to support in strategic and operational decisions
Identifies opportunities for standard reports and dashboards and works with team members to plan, implement, and roll out these solutions
Assists in complex data analysis to develop, track, and maintain key metrics to ensure alignment across stakeholders
Partners with Global Workforce Analytics for data gathering of current workforce demographics by office, practice group and section, including data on recruiting, attrition, retention, promotion, staffing, pitching/marketing, workflow, and leadership
Tracks, monitor, analyze and report participation and engagement post global seminar rollouts via the online registration system and data analytic tools
Analyzes survey data to identify trends, “pain points” and areas of opportunity, and co-developing recommendations
Assists in logically presenting data results to internal stakeholders
Monitors DEI developments in the marketplace to maintain data on best practices
Additional Tasks – 5%
Assist ID&E COE will all details related to the Global ELC ID&E Week and contribute to programming
Observe and participate (if applicable) in the ID&E Strategy process

Qualifications
Bachelor’s Degree
A minimum of two years of experience in data science, data analytics, or quantitative analysis
Expert background in utilizing SQL/Python to extract, manipulate, and analyze datasets
Experience building data infrastructure (designing data architecture, building data pipelines, implementing scalable monitoring), and implementing reporting solutions.
Experience with at least one data visualization tool (e.g., Tableau/Mode Analytics/Looker/etc.)

Job: Administrative
Primary Location: US-NY-New York
Job Type: Standard
Schedule: Full-time
Shift: 1st (Day) Shift
Job Number: 2119262

We are an equal opportunity employer. Minorities, women, veterans, and individuals with disabilities are encouraged to apply. It is Company's policy not to discriminate against any employee or applicant for employment on the basis of race, color, creed, religion, national origin, ancestry, citizenship status, age, sex or gender (including pregnancy, childbirth and related medical conditions), gender identity or gender expression (including transgender status), sexual orientation, marital status, military service and veteran status, physical or mental disability, protected medical condition as defined by applicable state or local law, genetic information, or any other characteristic protected by applicable federal, state, or local laws and ordinances. The Company will endeavor to provide a reasonable accommodation consistent with the law to otherwise qualified employees and prospective employees with a disability and to employees and prospective employees with needs related to their religious observance or practices. Should you wish to apply for this position or any other position with the Company and you believe you require assistance to complete an application or participate in an interview, please contact USApplicantAccommodations@Estee.com.","$81,037 /yr (est.)",$56K ,$118K
14,2022-01-24,glassdoor,data analyst,1.0,Senior Data Analyst,false,true,Northwell Health,30d+,10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),4.1,1161 Ratings,81 %,93 %,Senior Data Analyst,"New York, NY","Job Description
Job Description
Conducts complex and critical studies and analyses. Designs, coordinates and leads performance of analysis, designs reports for use to inform strategies and operations, develops and validates operational information for business units and departments.
Job Responsibility
Provides guidance to junior team members and oversees quality of work; prepares, analyzes, maintains and interprets statistical performance and quality data, identifies trends and derives conclusions as related to ambulatory practices.
Collects, manages, and analyzes data; produces written reports; evaluates and interprets data, identifies trends and derives related conclusions; analyzes complex processes and develops recommendations and solutions through best practices; plans, organizes, and coordinates special projects, as assigned.
Organizes and sets project priorities and handles workload in an accurate and timely fashion; maintains project timelines; conducts research, gathers pertinent information, reviews, and prepares analysis.
Prepares support documents and presents project deliverables; identifies and communicates project needs and issues to appropriate leadership; coordinates initiatives, follows-up on outstanding issues and partners with the leadership and other departments, as necessary.
Makes recommendations, prepares action plans, and assists in implementation; maintains an understanding of projects within the department; supports initiatives related to quality and operations such as developing programs, policies and procedures, educational seminars, etc. within the ambulatory area.
Contributes to the development and implementation of programs and initiatives focused on quality improvement and operational efficiency; develops goals and objectives, strategic plans, policy and procedure manuals, and training manuals for the department.
Performs benchmarking against local and national standards as related to space planning, staffing and resources, physician compensation, productivity, and other practices as needed; performs needs analysis with regard to current operations and makes recommendations to promote efficiency within and between departments.
Facilitates all aspects of special and ongoing quality projects, including PI studies, JCAHO survey preparation and other regulatory reviews, report writing, etc.; knowledgeable of regulatory standards, specifically JCAHO, NCQA, and NYS Department of Health.
Performs related duties as required. All responsibilities noted here are considered essential functions of the job under the Americans with Disabilities Act. Duties not mentioned here, but considered related are not essential functions.
Job Qualification
Bachelor's Degree required, or equivalent combination of education and related experience.
3-5 years of relevant experience, required.","$90,648 /yr (est.)",$68K ,$121K
15,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,true,Mirimus Inc.,17d,1 to 50 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),,4.4,0 Ratings,100 %,N/A,Data Analyst,"Brooklyn, NY","About Mirimus:
Our mission at Mirimus is to apply our knowledge and technologies to deliver the most efficient models for target identification, validation, toxicology assessment, and disease modeling. Mirimus’ high-throughput platform will serve as a superior tool for pathogen identification and analysis in our combat against human health issues. In response to the pandemic, Mirimus developed a unique testing pipeline called SalivaClear and has recently been selected as a grand winner in the $6M XPRIZE rapid COVID testing competition.
About the Role:
Data Analysts will be working with the Product & Technology team in ensuring that the collection of Protected Health Information from the company’s database is formatted & meets the company’s standards. This position will do its part in ensuring that the necessary diagnostic tests are reported to each state’s relevant departments of health.
Essential Duties & Responsibilities
Collect Protected Health Information for all diagnostic testing across company database and format to meet company standards
Report Protected Health Information for all diagnostic tests to relevant states’ departments of health
Become familiar with laboratory testing data to respond to ad-hoc data pull requests
Programmatically automate procedures when feasible, but you may be assigned other duties as needed.
Qualifications & Skills
Bachelor’s degree or certificate in math, statistics, computer science, or a related field is a plus!
Excellent communication and ability to work independently as well as collectively in a team
Knowledge of programming languages like SQL, R, Python, and any other programming languages needed
1-2 years of data analysis experience
Strong knowledge of Microsoft Excel
Strong attention to detail, organized, and reliable
Have a systematic and logical approach to problem-solving
Experience working with database tools and managing necessary large-scale databases
Excellent written and verbal skills
*Please note training will be provided.
Please respond with a salary request and cover letter stating experience and why you are applying for this position.
Job Type: Full-time
Pay: $55,000.00 - $65,000.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
Brooklyn, NY 11226: Reliably commute or planning to relocate before starting work (Preferred)
Experience:
SQL: 1 year (Preferred)
Work Location: One location",,,
16,2022-01-24,glassdoor,data analyst,1.0,Data Analyst I,false,true,Phipps NY,30d+,501 to 1000 Employees,Nonprofit Organization,Real Estate,Real Estate,$25 to $50 million (USD),,3.1,3 Ratings,54 %,44 %,Data Analyst I,"New York, NY","Job Details
Description
Phipps Neighborhoods serves children, teens and adults in three key areas that we have identified as the best ways to systematically address the risk factors associated with poverty. Our School and Community Education programs include early childhood education, after-school programs, community school engagement, and summer camps for school age children. To help older youth begin careers, our Education and Workforce programs offer high school equivalency preparation, English for speakers of other languages, college prep, and work readiness services. And, to help our community members address the barriers that limit their success, our Community and Economic empowerment division offers resident support, financial counseling, , assistance accessing benefits, and more. These services are funded by government grants and contributions from foundations, corporations and individuals.
THE POSITION
Please note that Phipps Houses and its related entities along with Phipps Neighborhoods, Inc. has adopted a COVID-19 vaccination policy to safeguard the health and well-being of our employees. As a condition of employment, all employees are required to be fully vaccinated for COVID-19, unless a reasonable accommodation is approved or as otherwise required by law.
The Data Analyst I role offers an excellent opportunity for an organized, data-driven individual to utilize their intermediate Excel and database management skills to support Phipps’ Neighborhoods’ programs’ use of data. The Data Analyst I is primarily responsible for reporting on Phipps Neighborhoods growing internal central dataset for data-quality and learning purposes. The Data Analyst I will report to and work closely with the Director of Data, Evaluation, and Learning, along with our Data Systems Trainer and Data Infrastructure Specialist.
QUALIFICATIONS AND QUALITIES
The Data Analyst I must have a high level of attention to detail, ability to adapt to a fast-paced, continually evolving environment, and thrive in a collaborative and team-oriented workplace. The Data Analyst I must possess a strong passion for professional growth, the impact of community-based organizations supporting underserved neighborhoods, and the motivation to enact real change in an innovative and dynamic organization. Additionally the Data Analyst I must have:
A BA/BS in related field preferred or a High School Diploma/Equivalency with 3 years related experience
Proficiency in Microsoft office suite
Understanding of relational databases (Salesforce preferred)
Excellent interpersonal skills and desire to work as part of a team
RESPONSIBILITIES
Reporting and Quality Assurance (80 %)
Work closely with a subset of Phipps Neighborhoods programs to increase utility and use of reporting on data currently captured
Review and approve agency-wide weekly reporting metrics
Maintain and respond to Salesforce-based record duplicate management
Monitor new data capture for quality issues and respond accordingly
Systemic review and cleanup of enrollment, service and outcomes data across the agency
Clean-up extant set of Salesforce user-facing reports
Report on changes in data quality (or not) related to specific training efforts

Data Analysis (20%)
Exploring enrollment, service provision, and outcomes data sets for trends and insight in order to support or refine program staff anecdotal understanding

Associated Skills:
Data-base management:
creation of custom report types linking objects necessary to create datasets
Data Analysis:
merging and appending datasets from multiple sources
intermediate Excel skills for work with datasets ranging from 500 – 50,000 records:
creation of pivot tables
creation of intra and cross workbook formulas, including conditional, lookups, match and index functions and function nesting
basic text parsing experience a plus
experience in R or Tableau a plus, but not required

Qualifications
Skills
Preferred
Verbal Communication
Advanced
Detail-oriented
Advanced
Computer Literacy
Advanced
Behaviors
Preferred
Enthusiastic: Shows intense and eager enjoyment and interest
Innovative: Consistently introduces new ideas and demonstrates original thinking
Team Player: Works well as a member of a group
Education
Required
High School Diploma or better in General Studies.
Preferred
Bachelors or better in Business Administration.
Bachelors or better in Business Technology.
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","Size
501 to 1000 Employees
Type
Nonprofit Organization
Industry
Real Estate
Sector
Real Estate
Revenue
$25 to $50 million (USD)",,
17,2022-01-24,glassdoor,data analyst,1.0,Associate Data Analyst,false,true,BazaarVoice,30d+,501 to 1000 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),4.1,97 Ratings,80 %,94 %,"Associate Data Analyst, Sampling Services","New York, NY","About Bazaarvoice
At Bazaarvoice, we create smart shopping experiences. Through our expansive global network, product-passionate community & enterprise technology, we connect thousands of brands and retailers with billions of consumers. Our solutions enable brands to connect with consumers and collect valuable user-generated content, at an unprecedented scale. This content achieves global reach by leveraging our extensive and ever-expanding retail, social & search syndication network. And we make it easy for brands & retailers to gain valuable business insights from real-time consumer feedback with intuitive tools and dashboards. The result is smarter shopping: loyal customers, increased sales, and improved products.

The problem we are trying to solve : Brands and retailers struggle to make real connections with consumers. It's a challenge to deliver trustworthy and inspiring content in the moments that matter most during the discovery and purchase cycle. The result? Time and money spent on content that doesn't attract new consumers, convert them, or earn their long-term loyalty.

Our brand promise : closing the gap between brands and consumers.

Founded in 2005, Bazaarvoice is headquartered in Austin, Texas with offices in North America, Europe, Asia and Australia.

It’s official: Bazaarvoice is a Great Place to Work in the US , Australia and the UK!

The Influenster team at Bazaarvoice is looking for an Associate Data Analyst to help our team collect and analyze user data from our community of 6+ million social media influencers. The ideal candidate has a strong interest in user data, marketing research, sampling, and is comfortable using Excel and SQL.

Responsibilities:
Analyze member data from Influenster platform activity and social media accounts to determine who will be included in upcoming marketing (VoxBox) campaigns
Utilize internal data tools to create and send surveys to Influenster members to determine VoxBox eligibility
Provide strategic input in optimizing the campaign selection process
Perform ad-hoc research requests regarding campaigns and members
Develop a strong understanding of Influenster’s business and internal systems
Qualifications:
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets desired.
Very familiar with Excel
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience visualizing/presenting data for stakeholders
Superior organizational skills and attention to detail
Excellent verbal and written communication skills
Ability to work collaboratively with multiple teams
Comfortable working in a fast-paced environment
Hard worker with the commitment to perform tasks within the deadline
Proactive problem solver

Why join Bazaarvoice?
Customer is key
We see our own success through our customers’ outcomes.
We approach every situation with a customer first mindset.

Transparency & Integrity Builds Trust
We believe in the power of authentic feedback because it’s in our DNA.
We do the right thing when faced with hard choices. Transparency and trust accelerate our collective performance.

Passionate Pursuit of Performance
Our energy is contagious, because we hire for passion, drive & curiosity.
We love what we do, and because we’re laser focused on our mission.

Innovation over Imitation
We seek to innovate as we are not content with the status quo.
We embrace agility and experimentation as an advantage.

Stronger Together
We bring our whole selves to the mission and find value in diverse perspectives.
We champion what’s best for Bazaarvoice before individuals or teams.
As a stronger company we build a stronger community.

Commitment to diversity and inclusion
Bazaarvoice provides equal employment opportunities (EEO) to all team members and applicants according to their experience, talent, and qualifications for the job without regard to race, color, national origin, religion, age, disability, sex (including pregnancy, gender stereotyping, and marital status), sexual orientation, gender identity, genetic information, military/veteran status, or any other category protected by federal, state, or local law in every location in which the company has facilities. Bazaarvoice believes that diversity and an inclusive company culture are key drivers of creativity, innovation and performance. Furthermore, a diverse workforce and the maintenance of an atmosphere that welcomes versatile perspectives will enhance our ability to fulfill our vision of creating the world’s smartest network of consumers, brands, and retailers.","$73,743 /yr (est.)",$51K ,$107K
18,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,true,true,Business Intelli Solutions,5d,1 to 50 Employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),,3.7,15 Ratings,77 %,79 %,Business Analyst,"New York, NY","HI
The BA will be working with Project Managers that sit in their PMO handling IT projects. They currently have 13 projects scheduled that require BA’s so they BA’s will be working on multiple projects.
Essential Skills:
- Ability to communicate with individuals at all levels of the organization and external vendors in an articulate, professional manner.
- Ability to clearly communicate technical concepts to non-technical audiences.
- Excellent oral and written communication skills and strong analysis skills, with client-facing experience.
- Ability to facilitate decision-making and consensus between diverse stakeholders.
- Ability to produce independently or work within a team environment.
- Good awareness of the IT project life cycle. General project management skills.
- Ability to draft and organize project documentation
- General understanding of data integrations between systems and information flow
- Proficiency in charts, pivot tables, dashboards, and creative data presentation
- Agility and adaptability: the ability to develop, share, and iterate on a weekly basis over multiple drafts
Job Types: Full-time, Part-time
Salary: $59,163.00 - $136,013.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
Newyork, NY 10616: Reliably commute or planning to relocate before starting work (Preferred)
Experience:
SQL: 1 year (Preferred)
Work Location: One location",,,
19,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,false,true,the NBA,30d+,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.8,136 Ratings,76 %,92 %,Business Solutions Analyst,"New York, NY","At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world. As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.

Position Summary:

Business Solutions Analyst will support the Business Solutions team in enabling the organization to leverage data in every facet of the business, from operational needs to strategic planning. The role will leverage technical proficiencies and understanding of the business and the industry to implement systems, tools, automation, and data flow processes that allow stakeholders to achieve their goals.

Major Responsibility:

Manage specific stakeholder relationships with both analytical and non-analytical subject-matter-experts in myriad business units across the organization
Support data-driven needs of stakeholders in different ways from supplying data to packaging outputs and related insights, as a full service analytical consultant
Work with stakeholders to understand their business problems and develop data-driven solutions to support their needs
Advocate for stakeholder needs, ensuring that those needs are appropriately prioritized in workflow
Evangelize data-driven thinking among stakeholders served
Serve as a trusted extension of stakeholder groups
Collaborate and work effectively with all departments to establish reliable and meaningful reporting standards
Provide analysis and benchmarking against league performance thresholds
Perform other related duties and responsibilities as assigned from time to time

Required Skills/Knowledge:

2+ years of experience in consulting or stakeholder-driven roles preferred
Detail oriented with a focus on quality and data accuracy
Excellent written and verbal communication skills Hands-on experience with SQL and Tableau (or similar) Experience coding in R or Python preferred
Ability to manipulate data quickly and extract insights for stakeholders
Effective follow-up and follow through skills required
Excellent at building and maintaining relationships with the ability to effectively communicate with internal and external stakeholders
Experience with compiling and analyze data from multiple sources and creating meaningful presentations
Strong research, analytical, and presentation skills
Ability to work both independently and in a team environment

Education:

Bachelor's degree in business or a quantitative field preferred

We Consider Applicants For All Positions On The Basis Of Merit, Qualifications And Business Needs, And Without Regard To Race, Color, National Origin, Religion, Sex, Gender Identity, Age, Disability, Alienage Or Citizenship Status, Ancestry, Marital Status, Creed, Genetic Predisposition Or Carrier Status, Sexual Orientation, Veteran Status, Familial Status, Status As A Victim Of Domestic Violence Or Any Other Status Or Characteristic Protected By Applicable Federal, State, Or Local Law.","$80,669 /yr (est.)",$58K ,$113K
20,2022-01-24,glassdoor,data analyst,1.0,Business Analyst,true,true,Mindsgroup Infotech LLC,6d,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,,,,3.5,0 Ratings,61 %,N/A,Business Analyst,"New York, NY","Looking for fresher/ experience BA consultants for our direct client requirement. Consultants should must have bachelor’s degree & must have excellent English communication & writing skills.
Position: Junior Business Analyst
Location: Multiple USA location
Duration : - Long term
Visa Type : - Any Working Visa ( OPT, CPT, GC, GC-EAD, H4EAD, L2EAD, US Citizen )
Responsibilities and Duties
o Fresher/ experience relevant technical or business work experience.
o Excellent verbal and written communication skills.
o Strong problem
Job Types: Full-time, Contract
Pay: $30.00 - $40.00 per hour
Benefits:
401(k)
Employee assistance program
Employee discount
Flexible schedule
Health insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Relocation assistance
Tuition reimbursement
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location: Multiple Locations",,,
